date,BRL=X Long Only,BRL=X Using TFT
2017-06-27,-0.01397575943433682,-0.01397575943433682
2017-06-28,0.0052203450614654034,0.0052203450614654034
2017-06-29,-0.009812810463350474,-0.009812810463350474
2017-06-30,0.007074259808276473,0.007074259808276473
2017-07-03,-0.03784782098978612,-0.03784782098978612
2017-07-04,0.03864426210812533,0.03864426210812533
2017-07-05,0.0026360044209112754,0.0026360044209112754
2017-07-06,-0.00670860245662197,-0.00670860245662197
2017-07-07,0.003133605001408135,0.003133605001408135
2017-07-10,-0.036272117782086166,-0.036272117782086166
2017-07-12,0.023727814024957494,0.023727814024957494
2017-07-13,-0.014232558344064117,-0.014232558344064117
2017-07-14,0.0009978964028591886,0.0009978964028591886
2017-07-17,-0.010062303750316803,-0.010062303750316803
2017-07-18,0.001101420742723791,0.001101420742723791
2017-07-19,-0.008958908544756339,-0.008958908544756339
2017-07-20,-0.0015859029104656752,-0.0015859029104656752
2017-07-21,-0.009308375568674587,-0.009308375568674587
2017-07-24,0.019016144172896876,0.019016144172896876
2017-07-25,-0.010479328103335517,-0.010479328103335517
2017-07-26,0.008523138484546777,-0.008523138484546777
2017-07-27,-0.010626888536082735,0.010626888536082735
2017-07-28,0.00481274966034384,-0.00481274966034384
2017-07-31,0.007961679995625692,-0.007961679995625692
2017-08-01,-0.01633261405857034,0.01633261405857034
2017-08-02,-0.0009596847730702907,0.0009596847730702907
2017-08-03,-0.0033944183577108156,0.0033944183577108156
2017-08-04,-0.00022492029540244207,0.00022492029540244207
2017-08-07,0.005720743228441183,-0.005720743228441183
2017-08-08,-0.0016297611715324622,0.0016297611715324622
2017-08-09,0.0005441151051466253,0.0005441151051466253
2017-08-10,0.008445519879337837,0.008445519879337837
2017-08-11,0.006756995921251896,0.006756995921251896
2017-08-14,0.001291934824340979,0.001291934824340979
2017-08-15,0.002989592024153165,0.002989592024153165
2017-08-16,-0.006149646254519858,-0.006149646254519858
2017-08-17,-0.0051142276870393966,-0.0051142276870393966
2017-08-18,0.006949272692471586,0.006949272692471586
2017-08-21,0.0013865738627634183,0.0013865738627634183
2017-08-22,-0.0046259671194396335,-0.0046259671194396335
2017-08-23,-0.0007904069351989396,-0.0007904069351989396
2017-08-24,-0.006707780826605281,-0.006707780826605281
2017-08-25,0.0022935056932087416,0.0022935056932087416
2017-08-28,0.0038772853213722147,0.0038772853213722147
2017-08-29,0.002247793494049244,0.002247793494049244
2017-08-30,-0.0005054100184902488,-0.0005054100184902488
2017-08-31,-0.0017066496117240648,-0.0017066496117240648
2017-09-01,-0.00405216497255978,-0.00405216497255978
2017-09-04,0.01007633032417643,0.01007633032417643
2017-09-05,-0.012052754152086065,-0.012052754152086065
2017-09-06,-0.007517392314072779,-0.007517392314072779
2017-09-07,-0.0057449100179881585,-0.0057449100179881585
2017-09-08,-9.681738624767178e-05,-9.681738624767178e-05
2017-09-11,0.025858748690375633,0.025858748690375633
2017-09-12,-0.024546076601261735,-0.024546076601261735
2017-09-13,0.007162018182483854,0.007162018182483854
2017-09-14,0.003107024958687754,0.003107024958687754
2017-09-15,-0.004310887604471847,-0.004310887604471847
2017-09-18,-0.0026939365553166894,-0.0026939365553166894
2017-09-19,0.008103717028263402,0.008103717028263402
2017-09-20,-0.0006698748867189908,0.0006698748867189908
2017-09-21,-0.0007022875945326135,0.0007022875945326135
2017-09-22,0.0012457839223656286,-0.0012457839223656286
2017-09-25,-0.003509305436369514,0.003509305436369514
2017-09-26,0.010821157524260272,-0.010821157524260272
2017-09-27,0.002090363005181173,-0.002090363005181173
2017-09-28,0.00884987428372308,-0.00884987428372308
2017-09-29,-0.0034461975415077672,0.0034461975415077672
2017-10-02,-0.005501638401572473,0.005501638401572473
2017-10-03,-0.003319199102278736,0.003319199102278736
2017-10-04,-0.003837730782024873,-0.003837730782024873
2017-10-05,-0.0024197876489642223,-0.0024197876489642223
2017-10-06,0.0061279481110090295,0.0061279481110090295
2017-10-09,0.000983351842714475,0.000983351842714475
2017-10-10,0.009919210440459736,0.009919210440459736
2017-10-11,-0.002824169365472029,-0.002824169365472029
2017-10-12,-0.0025489435959011875,-0.0025489435959011875
2017-10-13,-0.00022084013272971603,-0.00022084013272971603
2017-10-16,-0.007194688975845076,-0.007194688975845076
2017-10-17,0.007660055202594052,0.007660055202594052
2017-10-18,-0.004479062587753435,-0.004479062587753435
2017-10-19,0.0044358349896578275,0.0044358349896578275
2017-10-20,-0.0016402981777798864,-0.0016402981777798864
2017-10-23,0.00821511654667395,0.00821511654667395
2017-10-24,0.013632500361449695,0.013632500361449695
2017-10-25,0.00253522449448651,0.00253522449448651
2017-10-26,-0.003515692495468903,-0.003515692495468903
2017-10-27,0.017114384029378815,0.017114384029378815
2017-10-30,-0.01573098346122992,-0.01573098346122992
2017-10-31,0.01622975389775827,0.01622975389775827
2017-11-01,-0.005384417218066595,-0.005384417218066595
2017-11-02,-0.0010398363796310095,-0.0010398363796310095
2017-11-03,-0.000489874181681671,-0.000489874181681671
2017-11-06,0.008576817251496616,0.008576817251496616
2017-11-07,-0.0135758696583278,-0.0135758696583278
2017-11-08,0.006835218914339913,0.006835218914339913
2017-11-09,-0.005749065639218509,-0.005749065639218509
2017-11-10,-0.0007997394723641138,-0.0007997394723641138
2017-11-13,0.008526544956034554,0.008526544956034554
2017-11-14,-0.00015266822284432102,-0.00015266822284432102
2017-11-15,0.010989350893587435,0.010989350893587435
2017-11-17,-0.012470129287677767,-0.012470129287677767
2017-11-20,-0.004922695478481343,-0.004922695478481343
2017-11-21,-0.00015362229954052342,-0.00015362229954052342
2017-11-22,0.0010141215751600097,0.0010141215751600097
2017-11-23,-0.010560890099959752,-0.010560890099959752
2017-11-24,-0.000806712797372211,-0.000806712797372211
2017-11-27,0.003912661934622141,0.003912661934622141
2017-11-28,-0.0020105805668461096,-0.0020105805668461096
2017-11-29,-0.005175982977870586,-0.005175982977870586
2017-11-30,0.010935595862211711,0.010935595862211711
2017-12-01,0.008136048479618685,0.008136048479618685
2017-12-04,-0.0042186066346282525,-0.0042186066346282525
2017-12-05,-0.004543522918090015,-0.004543522918090015
2017-12-06,-0.0007093147653202125,-0.0007093147653202125
2017-12-07,-0.001851693384121611,-0.001851693384121611
2017-12-08,0.016355958809748383,0.016355958809748383
2017-12-11,0.0001825564517929923,0.0001825564517929923
2017-12-12,0.004714346948988535,0.004714346948988535
2017-12-13,-6.048338785502594e-05,-6.048338785502594e-05
2017-12-14,0.0016650539193656666,0.0016650539193656666
2017-12-15,0.009611325682551186,0.009611325682551186
2017-12-18,-0.014489260422051675,-0.014489260422051675
2017-12-19,-0.0004556894515496124,-0.0004556894515496124
2017-12-20,-0.0006077663232680885,-0.0006077663232680885
2017-12-21,0.0024326887126331354,0.0024326887126331354
2017-12-22,0.0031245020892092246,0.0031245020892092246
2017-12-25,0.0094351553066232,0.0094351553066232
2017-12-26,-0.0007489685968167237,-0.0007489685968167237
2017-12-27,-0.007734969175705042,-0.007734969175705042
2017-12-28,0.0010876762584455246,-0.0010876762584455246
2017-12-29,-0.0006639568706511279,0.0006639568706511279
2018-01-01,-0.0010570459166920898,0.0010570459166920898
2018-01-02,0.0010279620675437418,-0.0010279620675437418
2018-01-03,-0.016067654707981882,0.016067654707981882
2018-01-04,-0.006845111504482859,0.006845111504482859
2018-01-05,-0.0007418203565615622,0.0007418203565615622
2018-01-08,-0.00201045617142126,0.00201045617142126
2018-01-09,0.003843101271149507,-0.003843101271149507
2018-01-10,0.002408108557519162,-0.002408108557519162
2018-01-11,-0.006283124196930778,-0.006283124196930778
2018-01-12,-0.003781266760573887,-0.003781266760573887
2018-01-15,-0.004200104262694571,-0.004200104262694571
2018-01-16,0.003905410538135312,0.003905410538135312
2018-01-17,0.0029565624392953183,0.0029565624392953183
2018-01-18,-0.00015521213903935127,-0.00015521213903935127
2018-01-19,-0.005306889011124527,-0.005306889011124527
2018-01-22,-0.0032448462281647883,-0.0032448462281647883
2018-01-23,0.0018781237539220452,0.0018781237539220452
2018-01-24,0.010872637909693283,0.010872637909693283
2018-01-25,-0.027940033326281366,0.027940033326281366
2018-01-26,0.0005722621814370221,-0.0005722621814370221
2018-01-29,0.0013028963058339116,-0.0013028963058339116
2018-01-30,0.0008251204653180189,-0.0008251204653180189
2018-01-31,0.008212875979320522,-0.008212875979320522
2018-02-01,0.001635448668582784,-0.001635448668582784
2018-02-02,-0.0065939989219619966,0.0065939989219619966
2018-02-05,0.01634158582978129,-0.01634158582978129
2018-02-06,0.014212873520774494,-0.014212873520774494
2018-02-07,-0.008494050136550912,0.008494050136550912
2018-02-08,0.011288419592500043,0.011288419592500043
2018-02-09,0.004495530608740639,0.004495530608740639
2018-02-12,0.0018876195313928257,0.0018876195313928257
2018-02-13,0.0009723519077833309,0.0009723519077833309
2018-02-14,6.072653105948511e-05,6.072653105948511e-05
2018-02-15,-0.02367792835370308,-0.02367792835370308
2018-02-16,0.0031713776734152432,0.0031713776734152432
2018-02-19,0.0005579160453845766,0.0005579160453845766
2018-02-20,0.001517867139653628,0.001517867139653628
2018-02-21,0.006557230046685181,0.006557230046685181
2018-02-22,0.004086882443666173,0.004086882443666173
2018-02-23,-0.005784109339242893,-0.005784109339242893
2018-02-26,-0.0035398411937148655,-0.0035398411937148655
2018-02-27,-0.004540941497080397,-0.004540941497080397
2018-02-28,0.008068276864446222,0.008068276864446222
2018-03-01,-0.0011389927059403115,-0.0011389927059403115
2018-03-02,0.0016025360776352748,0.0016025360776352748
2018-03-05,-0.00012309734637916403,-0.00012309734637916403
2018-03-06,-0.002646478564264698,-0.002646478564264698
2018-03-07,-0.010182040423168393,-0.010182040423168393
2018-03-08,0.010879036979183132,0.010879036979183132
2018-03-09,0.0071541015290137455,0.0071541015290137455
2018-03-12,-0.003061752756548408,-0.003061752756548408
2018-03-13,0.0012898810748100953,0.0012898810748100953
2018-03-14,-0.0004907607039545958,-0.0004907607039545958
2018-03-15,-6.131119028729426e-05,-6.131119028729426e-05
2018-03-16,0.007242554038372262,0.007242554038372262
2018-03-19,-0.0006093217953491159,-0.0006093217953491159
2018-03-20,0.0012194592758969502,0.0012194592758969502
2018-03-21,0.007490645404984786,0.007490645404984786
2018-03-22,-0.010880409958599735,-0.010880409958599735
2018-03-23,0.01265009162071662,0.01265009162071662
2018-03-26,0.00012071644563005357,0.00012071644563005357
2018-03-27,-0.0012671538907904623,-0.0012671538907904623
2018-03-28,0.0038062848209916567,0.0038062848209916567
2018-03-29,-0.001083427272217885,-0.001083427272217885
2018-03-30,-0.0047600396289281255,-0.0047600396289281255
2018-04-02,-0.0004540309700941103,-0.0004540309700941103
2018-04-03,0.002241076849050838,0.002241076849050838
2018-04-04,0.009065078458254439,0.009065078458254439
2018-04-05,-0.003503669271441079,-0.003503669271441079
2018-04-06,0.004177071851209968,0.004177071851209968
2018-04-09,0.0077508157645655995,0.0077508157645655995
2018-04-10,0.015887137638281867,0.015887137638281867
2018-04-11,-0.004004679443746717,-0.004004679443746717
2018-04-12,-0.01003725915686049,-0.01003725915686049
2018-04-13,0.011235946320161228,0.011235946320161228
2018-04-16,0.003899132795233795,0.003899132795233795
2018-04-17,-0.0023946296463268624,-0.0023946296463268624
2018-04-18,-0.0030151110798439795,-0.0030151110798439795
2018-04-19,-0.00842683434697511,-0.00842683434697511
2018-04-20,0.0016582202484731745,0.0016582202484731745
2018-04-23,0.009164317745215866,0.009164317745215866
2018-04-24,0.010311357040768465,0.010311357040768465
2018-04-25,0.006552795277944723,0.006552795277944723
2018-04-26,0.0027078005286347295,0.0027078005286347295
2018-04-27,-0.0019248007168242154,-0.0019248007168242154
2018-04-30,-0.0046341401651718295,-0.0046341401651718295
2018-05-01,0.013793680684027754,0.013793680684027754
2018-05-02,8.555267606791261e-05,8.555267606791261e-05
2018-05-03,0.012406932873210819,0.012406932873210819
2018-05-04,-0.006479604081138346,-0.006479604081138346
2018-05-07,-0.0003118655196397979,-0.0003118655196397979
2018-05-08,0.006722450278856096,0.006722450278856096
2018-05-09,0.0035782267118014133,0.0035782267118014133
2018-05-10,0.007973324214001432,0.007973324214001432
2018-05-11,-0.011363978959824883,-0.011363978959824883
2018-05-14,0.015044383672354167,0.015044383672354167
2018-05-15,0.005190231277071078,0.005190231277071078
2018-05-16,0.00748290448029576,0.00748290448029576
2018-05-17,0.007043629874677215,0.007043629874677215
2018-05-18,0.005633566666976009,0.005633566666976009
2018-05-21,0.011718197774695405,0.011718197774695405
2018-05-22,-0.016771889974901755,-0.016771889974901755
2018-05-23,-0.00808010480376764,-0.00808010480376764
2018-05-24,-0.005595120514513274,-0.005595120514513274
2018-05-25,0.006205813964728746,0.006205813964728746
2018-05-28,-0.006003108244821975,-0.006003108244821975
2018-05-29,0.029783255535973385,0.029783255535973385
2018-05-30,-0.0027046992249576407,-0.0027046992249576407
2018-05-31,-0.0005370675866491759,-0.0005370675866491759
2018-06-01,-2.690303933239324e-05,-2.690303933239324e-05
2018-06-04,0.010639477467425884,0.010639477467425884
2018-06-05,-0.0045459633318616355,-0.0045459633318616355
2018-06-06,0.015970129325447724,0.015970129325447724
2018-06-07,0.01027782535537014,0.01027782535537014
