date,CAD=X Long Only,CAD=X Using TFT
2017-06-27,-0.0003242328795690641,0.0003242328795690641
2017-06-28,-0.0056119383014990865,0.0056119383014990865
2017-06-29,-0.010953545904392792,0.010953545904392792
2017-06-30,-0.003527931706951315,0.003527931706951315
2017-07-03,-0.0013854503672499074,0.0013854503672499074
2017-07-04,0.00121004608373676,-0.00121004608373676
2017-07-05,-0.004526453161235455,0.004526453161235455
2017-07-06,0.002142107545469507,-0.002142107545469507
2017-07-07,0.0014892882094643678,-0.0014892882094643678
2017-07-10,-0.0075124309335175,0.0075124309335175
2017-07-12,0.0023134801727215937,-0.0023134801727215937
2017-07-13,-0.012470217990826482,0.012470217990826482
2017-07-14,-0.0018038752884793618,0.0018038752884793618
2017-07-17,-0.006678897198898359,0.006678897198898359
2017-07-18,0.00435862932602582,-0.00435862932602582
2017-07-19,-0.005127250835889274,0.005127250835889274
2017-07-20,-0.0025174772907051723,0.0025174772907051723
2017-07-21,-0.00030161842695586305,0.00030161842695586305
2017-07-24,-0.004898235529824713,0.004898235529824713
2017-07-25,-0.0023216066724103257,0.0023216066724103257
2017-07-26,8.79861281242178e-05,-8.79861281242178e-05
2017-07-27,-0.004357742045652868,0.004357742045652868
2017-07-28,0.007051078000611666,-0.007051078000611666
2017-07-31,-0.006252122914529146,0.006252122914529146
2017-08-01,0.003659294888351816,-0.003659294888351816
2017-08-02,0.003158231245625087,-0.003158231245625087
2017-08-03,0.0020324440436543245,-0.0020324440436543245
2017-08-04,-0.0002943251940659142,0.0002943251940659142
2017-08-07,0.005784377088460246,-0.005784377088460246
2017-08-08,0.0026897298284171978,-0.0026897298284171978
2017-08-09,-0.0003314347314818944,0.0003314347314818944
2017-08-10,0.001925762418552024,-0.001925762418552024
2017-08-11,0.0034815699432442226,-0.0034815699432442226
2017-08-14,-0.005165074748401777,0.005165074748401777
2017-08-15,0.004379203238411344,-0.004379203238411344
2017-08-16,0.0018697421404103576,-0.0018697421404103576
2017-08-17,-0.010068323638602994,0.010068323638602994
2017-08-18,0.004713037471065329,-0.004713037471065329
2017-08-21,-0.007749919878647926,0.007749919878647926
2017-08-22,-0.0021691380184036824,0.0021691380184036824
2017-08-23,0.0005495147535077294,-0.0005495147535077294
2017-08-24,-0.001750859396360993,0.001750859396360993
2017-08-25,-0.0024236645918873645,0.0024236645918873645
2017-08-28,-0.0032845933356775436,0.0032845933356775436
2017-08-29,0.0033996985692361648,-0.0033996985692361648
2017-08-30,2.391006310742405e-05,-2.391006310742405e-05
2017-08-31,0.009021594081038753,-0.009021594081038753
2017-09-01,-0.012306574259029701,0.012306574259029701
2017-09-04,-0.007496841986138425,0.007496841986138425
2017-09-05,0.0027790302583687865,-0.0027790302583687865
2017-09-06,-0.003609152097511781,0.003609152097511781
2017-09-07,-0.01090706087663229,0.01090706087663229
2017-09-08,-0.010177206052025989,0.010177206052025989
2017-09-11,0.0035263549722894805,-0.0035263549722894805
2017-09-12,-0.003629234912662982,0.003629234912662982
2017-09-13,0.005509071723580616,-0.005509071723580616
2017-09-14,-0.00039423083419776184,0.00039423083419776184
2017-09-15,-0.0005094891247435784,0.0005094891247435784
2017-09-18,0.0028775669739991017,-0.0028775669739991017
2017-09-19,0.006730663232876299,-0.006730663232876299
2017-09-20,0.0007817463726647045,-0.0007817463726647045
2017-09-21,0.00453219738047439,-0.00453219738047439
2017-09-22,-0.0017414904029249278,0.0017414904029249278
2017-09-25,0.0017931837543239126,-0.0017931837543239126
2017-09-26,0.0019602040249793173,-0.0019602040249793173
2017-09-27,-0.0005254953417579422,0.0005254953417579422
2017-09-28,0.009536010632292147,-0.009536010632292147
2017-09-29,-0.0036293047254980504,0.0036293047254980504
2017-10-02,0.0029671238194746152,-0.0029671238194746152
2017-10-03,0.0035115187122507496,-0.0035115187122507496
2017-10-04,-0.002141138574865753,0.002141138574865753
2017-10-05,-0.0008966800314462731,0.0008966800314462731
2017-10-06,0.007196118051108202,-0.007196118051108202
2017-10-09,-0.0025857701171360103,0.0025857701171360103
2017-10-10,0.0013161584528875725,-0.0013161584528875725
2017-10-11,-0.00356892824460886,0.00356892824460886
2017-10-12,-0.004764940498763304,0.004764940498763304
2017-10-13,0.002136753978343231,-0.002136753978343231
2017-10-16,0.00016034725213742718,-0.00016034725213742718
2017-10-17,0.0036868222760193525,-0.0036868222760193525
2017-10-18,-0.0019963724127453064,0.0019963724127453064
2017-10-19,-0.0025763819855663117,0.0025763819855663117
2017-10-20,0.0011952677762252506,-0.0011952677762252506
2017-10-23,0.01252334145528411,-0.01252334145528411
2017-10-24,0.00015829167249958864,-0.00015829167249958864
2017-10-25,0.002531794330357773,-0.002531794330357773
2017-10-26,0.009628283582826747,-0.009628283582826747
2017-10-27,0.004299287353378478,-0.004299287353378478
2017-10-30,-0.0012998154334455947,0.0012998154334455947
2017-10-31,-0.0005455385823150971,0.0005455385823150971
2017-11-01,0.005216585579788102,-0.005216585579788102
2017-11-02,-0.001310902741854414,0.001310902741854414
2017-11-03,-0.0051886405476573305,0.0051886405476573305
2017-11-06,-0.0037087747156242523,0.0037087747156242523
2017-11-07,-0.003636350387112519,0.003636350387112519
2017-11-08,0.003759701999288989,-0.003759701999288989
2017-11-09,-0.0026329658988599736,0.0026329658988599736
2017-11-10,-0.0038890676765024335,0.0038890676765024335
2017-11-13,0.0010648471711593999,-0.0010648471711593999
2017-11-14,0.003537637270827121,-0.003537637270827121
2017-11-15,-0.00013346663773949885,0.00013346663773949885
2017-11-17,0.0017982022096638683,-0.0017982022096638683
2017-11-20,0.0026728394104260644,-0.0026728394104260644
2017-11-21,0.0016651279361181714,-0.0016651279361181714
2017-11-22,-0.003067104244050989,0.003067104244050989
2017-11-23,-0.005401653363952819,0.005401653363952819
2017-11-24,0.0005982514468847455,-0.0005982514468847455
2017-11-27,0.00011008896951669733,-0.00011008896951669733
2017-11-28,0.003492267804414917,-0.003492267804414917
2017-11-29,0.004412698240657598,-0.004412698240657598
2017-11-30,0.0036911559516412673,-0.0036911559516412673
2017-12-01,0.002285756019688945,-0.002285756019688945
2017-12-04,-0.013443017396748136,0.013443017396748136
2017-12-05,-0.0032316916112491434,0.0032316916112491434
2017-12-06,0.00134104578061911,-0.00134104578061911
2017-12-07,0.007318402340085628,-0.007318402340085628
2017-12-08,0.005560378015833534,-0.005560378015833534
2017-12-11,0.00015557099934060403,-0.00015557099934060403
2017-12-12,-0.0005443211049570573,0.0005443211049570573
2017-12-13,0.0011670508607126706,-0.0011670508607126706
2017-12-14,-0.00404105401835253,0.00404105401835253
2017-12-15,-0.001677543336148668,0.001677543336148668
2017-12-18,0.006244779440230275,-0.006244779440230275
2017-12-19,-0.0007378820535028918,0.0007378820535028918
2017-12-20,0.0010338347606435594,-0.0010338347606435594
2017-12-21,-0.004022302288333002,0.004022302288333002
2017-12-22,-0.007047962166496724,0.007047962166496724
2017-12-25,-0.0007851189813745663,0.0007851189813745663
2017-12-26,-0.0008250788756857252,0.0008250788756857252
2017-12-27,-0.0022414026673142073,0.0022414026673142073
2017-12-28,-0.0029400635764083027,0.0029400635764083027
2017-12-29,-0.0066562771496183615,0.0066562771496183615
2018-01-01,0.0012176604885536513,-0.0012176604885536513
2018-01-02,-0.002050781064931728,0.002050781064931728
2018-01-03,-0.004070017015927907,0.004070017015927907
2018-01-04,0.003438925536694004,-0.003438925536694004
2018-01-05,-0.004511119748661807,0.004511119748661807
2018-01-08,-0.007773996067619526,0.007773996067619526
2018-01-09,0.001726693580424321,-0.001726693580424321
2018-01-10,0.004720321571066721,-0.004720321571066721
2018-01-11,0.004601807903621857,-0.004601807903621857
2018-01-12,-0.0009257542433098731,0.0009257542433098731
2018-01-15,-0.004680862085350346,0.004680862085350346
2018-01-16,-0.002881117615324391,0.002881117615324391
2018-01-17,5.632086042162143e-05,-5.632086042162143e-05
2018-01-18,0.0009899248902405233,-0.0009899248902405233
2018-01-19,-0.0021065180429912234,0.0021065180429912234
2018-01-22,0.006026786336031487,-0.006026786336031487
2018-01-23,-0.002731022235800684,0.002731022235800684
2018-01-24,-0.003027620998334646,0.003027620998334646
2018-01-25,-0.004978168538689265,0.004978168538689265
2018-01-26,0.0019024268222398444,-0.0019024268222398444
2018-01-29,-0.005090475672625661,0.005090475672625661
2018-01-30,0.0017217721202069658,-0.0017217721202069658
2018-01-31,0.00015405912448995807,-0.00015405912448995807
2018-02-01,-0.0027642298892249784,0.0027642298892249784
2018-02-02,-0.0033653220947267304,0.0033653220947267304
2018-02-05,0.013979667546821117,-0.013979667546821117
2018-02-06,0.0083574997768181,-0.0083574997768181
2018-02-07,-0.0025207602791018635,0.0025207602791018635
2018-02-08,0.004854344404195299,-0.004854344404195299
2018-02-09,0.002037420995976813,-0.002037420995976813
2018-02-12,-0.00028593716521330137,0.00028593716521330137
2018-02-13,-0.000794507602753014,0.000794507602753014
2018-02-14,0.0009541861731248158,-0.0009541861731248158
2018-02-15,-0.008404211991967392,0.008404211991967392
2018-02-16,-9.606875390522074e-05,9.606875390522074e-05
2018-02-19,0.005992553860735272,-0.005992553860735272
2018-02-20,0.0008123677362890103,-0.0008123677362890103
2018-02-21,0.006365891592875927,-0.006365891592875927
2018-02-22,0.004008832816967178,-0.004008832816967178
2018-02-23,0.00112612158001002,-0.00112612158001002
2018-02-26,-0.00499521831186811,0.00499521831186811
2018-02-27,0.0028066042426009297,-0.0028066042426009297
2018-02-28,0.006866940285391809,-0.006866940285391809
2018-03-01,0.004846929131653299,-0.004846929131653299
2018-03-02,-7.013403775779636e-05,7.013403775779636e-05
