date,GBP=X Long Only,GBP=X Using TFT
2017-06-27,0.001478266886647095,-0.001478266886647095
2017-06-28,-0.006896764088620055,0.006896764088620055
2017-06-29,-0.009930008875857599,0.009930008875857599
2017-06-30,-0.005357791773369813,0.005357791773369813
2017-07-03,-0.00040335136044811204,0.00040335136044811204
2017-07-04,0.00523257185204673,-0.00523257185204673
2017-07-05,0.0010618437955072224,-0.0010618437955072224
2017-07-06,0.0002457120661663037,-0.0002457120661663037
2017-07-07,-0.0032199874622822477,0.0032199874622822477
2017-07-10,0.006382986291704862,-0.006382986291704862
2017-07-12,0.0024621915594869037,-0.0024621915594869037
2017-07-13,-0.0026490698707221094,0.0026490698707221094
2017-07-14,-0.00412599077537068,0.00412599077537068
2017-07-17,-0.012519854196001323,0.012519854196001323
2017-07-18,0.004457805234658441,-0.004457805234658441
2017-07-19,0.0011095442512560894,-0.0011095442512560894
2017-07-20,0.00045635109066521906,-0.00045635109066521906
2017-07-21,0.005186994519915,-0.005186994519915
2017-07-24,-0.003020958921651107,0.003020958921651107
2017-07-25,-0.0020156826997311805,0.0020156826997311805
2017-07-26,0.0002605858435789088,0.0002605858435789088
2017-07-27,-0.0066441008678936875,-0.0066441008678936875
2017-07-28,0.0029115208314913765,0.0029115208314913765
2017-07-31,-0.005191477733255789,-0.005191477733255789
2017-08-01,-0.0038251961664673706,-0.0038251961664673706
2017-08-02,-0.0009500218059066423,-0.0009500218059066423
2017-08-03,-0.0015453813880028644,-0.0015453813880028644
2017-08-04,0.006415808071696727,0.006415808071696727
2017-08-07,0.007439533955609479,0.007439533955609479
2017-08-08,0.0007045613347471669,0.0007045613347471669
2017-08-09,0.003976492301714485,-0.003976492301714485
2017-08-10,-0.0021426865784859306,0.0021426865784859306
2017-08-11,0.0028760559287654974,-0.0028760559287654974
2017-08-14,-0.002244929687385211,0.002244929687385211
2017-08-15,0.003147445833093565,-0.003147445833093565
2017-08-16,0.007623490303561686,-0.007623490303561686
2017-08-17,-0.0019043759539231209,0.0019043759539231209
2017-08-18,0.0020626880750596044,-0.0020626880750596044
2017-08-21,-0.000668970694574722,0.000668970694574722
2017-08-22,-0.0019052798889152012,0.0019052798889152012
2017-08-23,0.005791252593912777,0.005791252593912777
2017-08-24,0.0015773496383202357,0.0015773496383202357
2017-08-25,-1.2821157596376587e-05,-1.2821157596376587e-05
2017-08-28,-0.007848785939100433,-0.007848785939100433
2017-08-29,-0.0016905726001241739,-0.0016905726001241739
2017-08-30,3.875684977239224e-05,3.875684977239224e-05
2017-08-31,0.0004653723664662657,0.0004653723664662657
2017-09-01,-0.0016279686226163825,-0.0016279686226163825
2017-09-04,-0.0018118207263250197,-0.0018118207263250197
2017-09-05,0.0031764414134576313,0.0031764414134576313
2017-09-06,-0.00898225618850279,0.00898225618850279
2017-09-07,-0.0006520132619559638,0.0006520132619559638
2017-09-08,-0.004202037882978127,0.004202037882978127
2017-09-11,-0.007037297347879168,0.007037297347879168
2017-09-12,0.0021248772051933873,-0.0021248772051933873
2017-09-13,-0.008994938173880529,0.008994938173880529
2017-09-14,0.006299086860529712,-0.006299086860529712
2017-09-15,-0.014407742440675775,0.014407742440675775
2017-09-18,-0.012970351337718178,0.012970351337718178
2017-09-19,0.004330528738786921,-0.004330528738786921
2017-09-20,9.45836899690633e-05,-9.45836899690633e-05
2017-09-21,0.001905673050757395,-0.001905673050757395
2017-09-22,-0.006636907360692446,0.006636907360692446
2017-09-25,0.005364005266389693,-0.005364005266389693
2017-09-26,0.0021881765844575796,-0.0021881765844575796
2017-09-27,0.002210391160106351,-0.002210391160106351
2017-09-28,0.0036713446746745593,-0.0036713446746745593
2017-09-29,-0.0023314597319455954,0.0023314597319455954
2017-10-02,0.002699455906178594,-0.002699455906178594
