date,MXN=X Long Only,MXN=X Using TFT
2017-06-27,0.00339099357901973,0.00339099357901973
2017-06-28,-0.0072495795759951465,-0.0072495795759951465
2017-06-29,0.011020903325129838,0.011020903325129838
2017-06-30,0.004807095634582925,0.004807095634582925
2017-07-03,0.0036873166437099147,0.0036873166437099147
2017-07-04,0.001837094966510966,0.001837094966510966
2017-07-05,0.005181158873932334,0.005181158873932334
2017-07-06,-0.0019367874497923099,-0.0019367874497923099
2017-07-07,-0.011053522992091946,-0.011053522992091946
2017-07-10,-0.007378094101598842,-0.007378094101598842
2017-07-11,-0.0012075076864839218,-0.0012075076864839218
2017-07-12,-0.008090053814810982,-0.008090053814810982
2017-07-13,-0.0046282403155987195,-0.0046282403155987195
2017-07-14,-0.007586780541697813,-0.007586780541697813
2017-07-17,0.0012930716955612542,0.0012930716955612542
2017-07-18,-0.004889769669082722,-0.004889769669082722
2017-07-19,0.004578264773859253,0.004578264773859253
2017-07-20,-0.004638268264063217,-0.004638268264063217
2017-07-21,0.008398038770916605,0.008398038770916605
2017-07-24,0.005085344414394344,0.005085344414394344
2017-07-25,0.0020726741111349867,0.0020726741111349867
2017-07-26,-0.010507187008686913,-0.010507187008686913
2017-07-27,0.008483483809358372,0.008483483809358372
2017-07-28,0.0023706129644800455,0.0023706129644800455
2017-07-31,0.0023593169510127687,0.0023593169510127687
2017-08-01,0.00397820117964498,0.00397820117964498
2017-08-02,-0.0029043583189005684,-0.0029043583189005684
2017-08-03,0.0014258655302250567,0.0014258655302250567
2017-08-04,0.0017485996940591608,0.0017485996940591608
2017-08-07,0.0022638368066720815,0.0022638368066720815
2017-08-08,-0.003633876127087321,-0.003633876127087321
2017-08-09,0.005061470553905156,0.005061470553905156
2017-08-10,0.0013225347403111876,0.0013225347403111876
2017-08-11,-0.009085072878377565,-0.009085072878377565
2017-08-14,-0.0020654716386906413,-0.0020654716386906413
2017-08-15,0.00172099733716502,0.00172099733716502
2017-08-16,-0.007830914296897973,-0.007830914296897973
2017-08-17,0.012891020477219017,0.012891020477219017
2017-08-18,-0.011109598653583519,-0.011109598653583519
2017-08-21,-0.0019723785086843693,-0.0019723785086843693
2017-08-22,-0.00026547642217278344,-0.00026547642217278344
2017-08-23,0.001607433930889579,0.001607433930889579
2017-08-24,0.0008595391752588277,0.0008595391752588277
2017-08-25,-0.005603813942902103,-0.005603813942902103
2017-08-28,0.018368702069107012,0.018368702069107012
2017-08-29,-0.003962025428264293,-0.003962025428264293
2017-08-30,-0.006454205410365232,-0.006454205410365232
2017-08-31,0.007934448505662495,0.007934448505662495
2017-09-01,-0.003816553634570674,-0.003816553634570674
2017-09-04,0.004024919134264948,0.004024919134264948
2017-09-05,0.0002835301919652533,0.0002835301919652533
2017-09-06,-0.006755127610540312,-0.006755127610540312
2017-09-07,-0.006395120623029271,-0.006395120623029271
2017-09-08,0.0031810773066942577,0.0031810773066942577
2017-09-11,-0.002275348882699646,-0.002275348882699646
2017-09-12,0.0032710669330964226,0.0032710669330964226
2017-09-13,0.002065957848390809,0.002065957848390809
2017-09-14,-0.0052303289493113025,-0.0052303289493113025
2017-09-15,-0.000774867520647371,-0.000774867520647371
2017-09-18,0.004736968959980992,0.004736968959980992
2017-09-19,0.004357116221736623,0.004357116221736623
2017-09-20,-0.0010434966935061185,-0.0010434966935061185
2017-09-21,0.004342745759467803,0.004342745759467803
2017-09-22,-0.007695792075642194,-0.007695792075642194
2017-09-25,0.009554631908160527,0.009554631908160527
2017-09-26,0.0023343093086056754,0.0023343093086056754
2017-09-27,0.015193518559943442,0.015193518559943442
2017-09-28,-0.004181991528617313,-0.004181991528617313
2017-09-29,-0.0010195357942839323,-0.0010195357942839323
2017-10-02,0.006551197070033599,0.006551197070033599
2017-10-03,-0.0018657260572212397,-0.0018657260572212397
2017-10-04,0.0029153111281621236,0.0029153111281621236
2017-10-05,0.011695018463922402,0.011695018463922402
2017-10-06,0.0,0.0
2017-10-09,0.010168369360329388,0.010168369360329388
2017-10-10,0.00785882401508986,0.00785882401508986
2017-10-11,-0.006429821035059402,-0.006429821035059402
2017-10-12,0.010088077302877085,0.010088077302877085
2017-10-13,0.00106035764643031,0.00106035764643031
2017-10-16,0.007563495284055088,0.007563495284055088
2017-10-17,-0.013075734250535098,-0.013075734250535098
2017-10-18,0.004649948718427499,0.004649948718427499
2017-10-19,-0.004366184947157681,-0.004366184947157681
2017-10-20,0.009683505684535687,0.009683505684535687
2017-10-23,0.0043021745812859,0.0043021745812859
2017-10-24,0.008994133851602415,0.008994133851602415
2017-10-25,-0.007201377365065431,-0.007201377365065431
2017-10-26,0.004349770795006869,0.004349770795006869
2017-10-27,-0.00279479786894421,-0.00279479786894421
2017-10-30,0.005295697380514719,0.005295697380514719
2017-10-31,-0.0028674295950004147,-0.0028674295950004147
2017-11-01,-0.002913780279457101,-0.002913780279457101
2017-11-02,-0.00695984610529099,-0.00695984610529099
2017-11-03,0.011564517714033329,0.011564517714033329
2017-11-06,-0.008088895705265498,-0.008088895705265498
2017-11-07,0.004570378511540074,0.004570378511540074
2017-11-08,-0.002252512694059461,-0.002252512694059461
2017-11-09,-0.0033969875514393566,-0.0033969875514393566
2017-11-10,0.003990930005289384,0.003990930005289384
2017-11-13,0.0002889758701154488,0.0002889758701154488
2017-11-14,0.0026424569389127406,0.0026424569389127406
2017-11-15,0.004095562324410773,0.004095562324410773
2017-11-16,-0.00977335253775391,-0.00977335253775391
2017-11-17,-0.007668566677067279,-0.007668566677067279
2017-11-20,0.004865676982378053,0.004865676982378053
2017-11-21,-0.01012698217598118,-0.01012698217598118
2017-11-22,-0.009275873021702186,-0.009275873021702186
2017-11-23,-0.0008535766818742463,-0.0008535766818742463
2017-11-24,-0.004007838379589956,-0.004007838379589956
2017-11-27,0.0014128691584995856,0.0014128691584995856
2017-11-28,-0.0015756885892711514,-0.0015756885892711514
2017-11-29,0.0009415536901722366,0.0009415536901722366
2017-11-30,0.005237985714060978,0.005237985714060978
2017-12-01,-0.001954687178454928,-0.001954687178454928
2017-12-04,-6.814990232018037e-05,-6.814990232018037e-05
2017-12-05,0.008581118669262588,0.008581118669262588
2017-12-06,0.0043180729042398,0.0043180729042398
2017-12-07,0.0053736253040181925,0.0053736253040181925
2017-12-08,-0.00234950336977513,-0.00234950336977513
2017-12-11,0.007694067579642638,0.007694067579642638
2017-12-12,0.006096003852046561,0.006096003852046561
2017-12-13,-0.008187442657703548,-0.008187442657703548
2017-12-14,0.00529860041588659,0.00529860041588659
2017-12-15,-0.0005540408910518213,-0.0005540408910518213
2017-12-18,-0.0023708562310584824,-0.0023708562310584824
2017-12-19,0.008492213077673894,0.008492213077673894
2017-12-20,0.0002413542434234195,0.0002413542434234195
2017-12-21,0.01272895959849607,0.01272895959849607
2017-12-22,0.013724526439716334,0.013724526439716334
2017-12-25,0.0002589083711774798,0.0002589083711774798
2017-12-26,0.006797025189157591,0.006797025189157591
2017-12-27,-0.008436594737319947,-0.008436594737319947
2017-12-28,-0.0006038283822761281,-0.0006038283822761281
2017-12-29,-0.0020416094374611227,-0.0020416094374611227
2018-01-01,-0.00023095394167049754,-0.00023095394167049754
2018-01-02,-0.007808823022691591,-0.007808823022691591
2018-01-03,-0.007503531755670645,-0.007503531755670645
2018-01-04,-0.0022805072174499896,-0.0022805072174499896
2018-01-05,-0.006887191818788607,-0.006887191818788607
2018-01-08,0.0009450199339520182,0.0009450199339520182
2018-01-09,0.0027386660449337796,0.0027386660449337796
2018-01-10,0.0009519557214223706,0.0009519557214223706
2018-01-11,-0.002472631929151925,-0.002472631929151925
2018-01-12,-0.009490799838163921,-0.009490799838163921
2018-01-15,-0.009157337364289475,-0.009157337364289475
2018-01-16,-0.0056318170761864295,-0.0056318170761864295
2018-01-17,-0.001901093309191082,-0.001901093309191082
2018-01-18,-0.006942918693735423,-0.006942918693735423
2018-01-19,0.0018098718210131093,0.0018098718210131093
2018-01-22,0.004685160377549735,0.004685160377549735
2018-01-23,-0.001843139433936547,-0.001843139433936547
2018-01-24,-0.007404659379846357,-0.007404659379846357
2018-01-25,0.004016693672387772,0.004016693672387772
2018-01-26,-0.007145838968334317,-0.007145838968334317
2018-01-29,0.006565082486262197,0.006565082486262197
2018-01-30,0.00904303046693622,0.00904303046693622
2018-01-31,-0.009532179707683164,-0.009532179707683164
2018-02-01,-0.013670199660482107,-0.013670199660482107
2018-02-02,0.013286929149521454,0.013286929149521454
2018-02-05,0.012883428779829176,0.012883428779829176
2018-02-06,-0.010343877515644806,-0.010343877515644806
2018-02-07,0.00841510186907124,0.00841510186907124
2018-02-08,0.004851458799725261,0.004851458799725261
2018-02-09,-0.00950768146224501,-0.00950768146224501
2018-02-12,-0.00543608212650859,-0.00543608212650859
2018-02-13,0.0024854502346616236,0.0024854502346616236
2018-02-14,-0.004250266639644451,-0.004250266639644451
2018-02-15,-0.0028229225173453942,-0.0028229225173453942
2018-02-16,0.00012864979361393303,0.00012864979361393303
