date,ZF=F Long Only,ZF=F Using TFT
2017-07-05,0.00019929582143096702,0.00019929582143096702
2017-07-06,-0.0005977683315622206,-0.0005977683315622206
2017-07-07,-0.0005316674420150491,-0.0005316674420150491
2017-07-10,0.001130394308132221,0.001130394308132221
2017-07-11,0.00046493092454835683,0.00046493092454835683
2017-07-12,0.0016596959437031877,0.0016596959437031877
2017-07-13,-0.0003976670201484289,-0.0003976670201484289
2017-07-14,0.0012597798700437757,0.0012597798700437757
2017-07-17,0.00033110390040391735,0.00033110390040391735
2017-07-18,0.0011253806434530222,0.0011253806434530222
2017-07-19,-0.00013224889241547633,-0.00013224889241547633
2017-07-20,6.613319224912928e-05,6.613319224912928e-05
2017-07-21,0.0009919322840894473,0.0009919322840894473
2017-07-24,-0.0008588227521966196,-0.0008588227521966196
2017-07-25,-0.0024464427400158195,-0.0024464427400158195
2017-07-26,0.0027838536488367094,0.0027838536488367094
2017-07-27,-0.000793178663493932,-0.000793178663493932
2017-07-28,0.00046305483892306043,0.00046305483892306043
2017-07-31,-6.612007405448761e-05,-6.612007405448761e-05
2017-08-01,0.0012563644779475247,0.0012563644779475247
2017-08-02,-0.0007924976885483881,-0.0007924976885483881
2017-08-03,0.001189689358889634,0.001189689358889634
2017-08-04,-0.0012542909955109982,-0.0012542909955109982
2017-08-07,0.0005948839976204212,0.0005948839976204212
2017-08-08,-0.0007266481701677652,-0.0007266481701677652
2017-08-09,0.0014543531433859336,0.0014543531433859336
2017-08-10,0.0005940986203709642,0.0005940986203709642
2017-08-11,0.0019131811584642833,0.0019131811584642833
2017-08-14,-0.0012510699940738723,-0.0012510699940738723
2017-08-15,-0.001977848101265778,-0.001977848101265778
2017-08-16,0.0015854141894569018,0.0015854141894569018
2017-08-17,0.0007254979554147667,0.0007254979554147667
2017-08-18,0.0,0.0
2017-08-21,0.0005931589006789029,0.0005931589006789029
2017-08-22,-0.0013832169674614647,-0.0013832169674614647
2017-08-23,0.001517050326495628,0.001517050326495628
2017-08-24,-0.001119599578503716,-0.001119599578503716
2017-08-25,0.0006593261686556051,0.0006593261686556051
2017-08-28,0.0007247809184951493,0.0007247809184951493
2017-08-29,0.0010534632604688454,0.0010534632604688454
2017-08-30,-0.0006577216521967966,-0.0006577216521967966
2017-08-31,0.0006581545346846518,0.0006581545346846518
2017-09-01,-0.00105235464351483,-0.00105235464351483
2017-09-05,0.0035554385040821312,0.0035554385040821312
2017-09-06,-0.0016402046975462214,-0.0016402046975462214
2017-09-07,0.0018400473155024688,0.0018400473155024688
2017-09-08,-6.559527714000701e-05,-6.559527714000701e-05
2017-09-11,-0.0022303857255313586,-0.0022303857255313586
2017-09-12,-0.0014464168310321934,-0.0014464168310321934
2017-09-13,-0.0010534632604688454,-0.0010534632604688454
2017-09-14,-0.00046137621935138373,-0.00046137621935138373
2017-09-15,-0.0006594131223210953,-0.0006594131223210953
2017-09-18,-0.0008578027053777193,-0.0008578027053777193
2017-09-19,-0.00039624884427424956,-0.00039624884427424956
2017-09-20,-0.00184989429175475,-0.00184989429175475
2017-09-21,-0.00033095048980669173,-0.00033095048980669173
2017-09-22,0.0006621201085876827,0.0006621201085876827
2017-09-25,0.0014557003903923338,0.0014557003903923338
2017-09-26,-0.0003964321110010438,-0.0003964321110010438
2017-09-27,-0.0019829466587348854,-0.0019829466587348854
2017-09-28,0.0008609841711371136,0.0008609841711371136
2017-09-29,-0.0007278983589200649,-0.0007278983589200649
2017-10-02,-0.004436792265412937,-0.004436792265412937
2017-10-03,0.00046561128109612326,0.00046561128109612326
2017-10-04,0.0,0.0
2017-10-05,-0.000997274117412461,-0.000997274117412461
2017-10-06,-0.0008651670437908043,-0.0008651670437908043
2017-10-09,0.0003330446945979393,0.0003330446945979393
2017-10-10,0.0006658676255160145,0.0006658676255160145
2017-10-11,-0.00046579717859995817,-0.00046579717859995817
2017-10-12,0.0005325877105386567,0.0005325877105386567
2017-10-13,0.0013972985561248041,0.0013972985561248041
2017-10-16,-0.001993355481727521,-0.001993355481727521
2017-10-17,0.0,0.0
2017-10-18,-0.0011318242343542062,-0.0011318242343542062
2017-10-19,0.0005332266879958247,0.0005332266879958247
2017-10-20,-0.0015322097128772638,-0.0015322097128772638
2017-10-23,0.0007339204697089929,0.0007339204697089929
2017-10-24,-0.0007333822254816935,-0.0007333822254816935
2017-10-25,-0.0011342407259140597,-0.0011342407259140597
2017-10-26,-0.0005343664417875038,-0.0005343664417875038
2017-10-27,0.001136135801643956,0.001136135801643956
2017-10-30,0.0019359145527368948,0.0019359145527368948
2017-10-31,-0.000599640215870445,-0.000599640215870445
2017-11-01,-0.0005333333333333856,-0.0005333333333333856
2017-11-02,0.0008671291355388799,0.0008671291355388799
2017-11-03,-0.0002665778073975833,-0.0002665778073975833
2017-11-06,0.0006666222251849874,0.0006666222251849874
2017-11-07,6.661781360328689e-05,6.661781360328689e-05
2017-11-08,-0.0007327471356248783,-0.0007327471356248783
2017-11-09,0.00013332444503699747,0.00013332444503699747
2017-11-10,-0.001799640071985631,-0.001799640071985631
2017-11-13,-0.000934829059829112,-0.000934829059829112
2017-11-14,0.000401015906964286,0.000401015906964286
2017-11-15,0.0009353287012292544,0.0009353287012292544
2017-11-16,-0.001001201441730104,-0.001001201441730104
2017-11-17,6.681365671146189e-05,6.681365671146189e-05
2017-11-20,-0.0014698022447888759,-0.0014698022447888759
2017-11-21,-0.0007359828716713146,-0.0007359828716713146
2017-11-22,0.0026113157013725186,0.0026113157013725186
2017-11-24,-0.000734606651529357,-0.000734606651529357
2017-11-27,0.0008019782129251585,0.0008019782129251585
2017-11-28,-0.0006677796327212437,-0.0006677796327212437
2017-11-29,-0.0008018710324089184,-0.0008018710324089184
2017-11-30,-0.0020731625760717076,-0.0020731625760717076
2017-12-01,0.0008711968904973055,0.0008711968904973055
2017-12-04,-0.0012721794442585033,-0.0012721794442585033
2017-12-05,-0.0002681684097612935,-0.0002681684097612935
2017-12-06,0.00147532188841204,0.00147532188841204
2017-12-07,-0.0008035355564484092,-0.0008035355564484092
2017-12-08,0.00013403029084568807,-0.00013403029084568807
2017-12-11,-0.0005360493165371683,0.0005360493165371683
2017-12-12,-0.00046929471708234693,0.00046929471708234693
2017-12-13,0.0025487960292440714,-0.0025487960292440714
2017-12-14,-0.000936642804576171,0.000936642804576171
2017-12-15,-0.0010044867072925845,0.0010044867072925845
2017-12-18,-0.0002010993430754393,0.0002010993430754393
2017-12-19,-0.002011397921555469,0.002011397921555469
2017-12-20,-0.0006718172657037558,0.0006718172657037558
2017-12-21,-0.00026890756302522245,0.00026890756302522245
2017-12-22,-0.0003362248671912038,0.0003362248671912038
2017-12-26,0.0006054083142741362,-0.0006054083142741362
2017-12-27,0.0014117647058824456,-0.0014117647058824456
2017-12-28,-0.0006041890440386943,0.0006041890440386943
2017-12-29,0.0005373816081144511,-0.0005373816081144511
2018-01-02,-0.0033568311513930693,0.0033568311513930693
2018-01-03,6.736274840002388e-05,-6.736274840002388e-05
2018-01-04,-0.0010103731644887093,0.0010103731644887093
2018-01-05,-0.000606837030544094,0.000606837030544094
2018-01-08,-6.746727837003696e-05,6.746727837003696e-05
2018-01-09,-0.0012819647797044365,0.0012819647797044365
2018-01-10,-0.0001351168760977961,0.0001351168760977961
2018-01-11,0.0004729729729728849,-0.0004729729729728849
2018-01-12,-0.001283176875802039,0.001283176875802039
2018-01-16,-0.000270489586150946,0.000270489586150946
2018-01-17,-0.0016233766233766378,0.0016233766233766378
2018-01-18,-0.00040650406504061376,0.00040650406504061376
2018-01-19,-0.0010166734444896353,0.0010166734444896353
2018-01-22,-0.0009498609132234659,0.0009498609132234659
2018-01-23,0.0016298811544992464,-0.0016298811544992464
2018-01-24,-0.0008814156891993052,0.0008814156891993052
2018-01-25,0.00074647122692717,-0.00074647122692717
