date,EUR=X Long Only,EUR=X Using TFT
2017-06-27,0.0013662443266451163,-0.0013662443266451163
2017-06-28,-0.013722193703199825,0.013722193703199825
2017-06-29,-0.003821280148787909,0.003821280148787909
2017-06-30,-0.005156354906695637,0.005156354906695637
2017-07-03,0.0016246698301682905,-0.0016246698301682905
2017-07-04,0.00454643561599255,-0.00454643561599255
2017-07-05,0.0009892988178570317,-0.0009892988178570317
2017-07-06,0.0011700594780235107,-0.0011700594780235107
2017-07-07,-0.0068194668383634305,0.0068194668383634305
2017-07-10,0.001839436881172496,-0.001839436881172496
2017-07-12,-0.006112449744054893,0.006112449744054893
2017-07-13,0.0048190348594225885,-0.0048190348594225885
2017-07-14,0.0013131888771118483,-0.0013131888771118483
2017-07-17,-0.006226577857067261,0.006226577857067261
2017-07-18,9.185940326683628e-05,-9.185940326683628e-05
2017-07-19,-0.006528941740088112,0.006528941740088112
2017-07-20,0.0018479904618249332,-0.0018479904618249332
2017-07-21,-0.008623302596947546,0.008623302596947546
2017-07-24,-0.004535190300067216,0.004535190300067216
2017-07-25,0.0036797185455363923,-0.0036797185455363923
2017-07-26,-0.000488802631958718,0.000488802631958718
2017-07-27,-0.007114841505659775,0.007114841505659775
2017-07-28,0.003365964451819581,-0.003365964451819581
2017-07-31,-0.004991078079553457,0.004991078079553457
2017-08-01,-0.006496252251033563,0.006496252251033563
2017-08-02,0.0010878148875237414,-0.0010878148875237414
2017-08-03,-0.0033662033605008634,0.0033662033605008634
2017-08-04,-0.0028442533755420607,0.0028442533755420607
2017-08-07,0.009044405954797163,-0.009044405954797163
2017-08-08,-0.0019080984418448077,0.0019080984418448077
2017-08-09,0.003941521483845412,-0.003941521483845412
2017-08-10,-0.0005877580006447003,0.0005877580006447003
2017-08-11,-0.0007409306970062035,0.0007409306970062035
2017-08-14,-0.004672818844328019,0.004672818844328019
2017-08-15,0.004221728463528418,-0.004221728463528418
2017-08-16,0.0029439444011922777,-0.0029439444011922777
2017-08-17,-0.002806184130552114,0.002806184130552114
2017-08-18,0.005015840697387919,-0.005015840697387919
2017-08-21,-0.0034677492338270888,0.0034677492338270888
2017-08-22,-0.004714289277989225,0.004714289277989225
2017-08-23,0.004228648938145341,-0.004228648938145341
2017-08-24,-0.004598962131229678,0.004598962131229678
2017-08-25,0.0012170681124985538,-0.0012170681124985538
2017-08-28,-0.01252211080498633,0.01252211080498633
2017-08-29,-0.0010039659254263977,0.0010039659254263977
2017-08-30,-0.0005503722535940003,0.0005503722535940003
2017-08-31,0.006476036062313284,-0.006476036062313284
2017-09-01,-0.0014271654694578695,0.0014271654694578695
2017-09-04,0.0023224939161876623,-0.0023224939161876623
2017-09-05,-0.0008912188840095592,0.0008912188840095592
2017-09-06,-0.00256899709157965,0.00256899709157965
2017-09-07,-0.00031002035245941695,0.00031002035245941695
2017-09-08,-0.008420992313063813,0.008420992313063813
2017-09-11,0.0009502958830192032,-0.0009502958830192032
2017-09-12,0.00486716475332627,-0.00486716475332627
2017-09-13,-0.0012677107221567008,0.0012677107221567008
