,Unnamed: 0.1,Unnamed: 0,Date,BRL=X,CAD=X,CL=F,CT=F,ES=F,EUR=X,GBP=X,GC=F,JPY=X,MME=F,MXN=X,NQ=F,RTY=F,SB=F,SI=F,YM=F,ZB=F,ZC=F,ZF=F,ZN=F,ZT=F,CarteiraEquity,CarteiraMoeda,CarteiraRenda_Fixa
1581,1581,1581,2002-12-11,,,0.0015182642075595,-0.0060572148805044,-0.0001945415287032,,,0.0019871592141376,-0.0005134345995678,,,0.0001840079967246,,0.0051588311847407,-0.0001702293992172,0.0,0.0051197276807371,-0.0023636551179331,0.0021463755701674,0.003035374326764,0.000804201641029,-3.511177326199998e-06,,0.002776419804674375
1582,1582,1582,2002-12-12,,,-0.0013680457642361,-0.0208215791974822,0.0001971020993746,,,0.0092107943996925,-0.0027471877406409,,,8.804987371735982e-05,,-0.0025610931162739,0.0037462406599443,-0.0,0.0002152220712911,0.0014722418636795,-0.0001276646899104,-0.0004633595208172,0.0002635782631696,9.505065769731994e-05,,-2.8055969066725013e-05
1583,1583,1583,2002-12-13,,,-1.4573886841420556e-05,0.0070439574158727,0.0119533100284988,,,0.0023124926967456,-0.0020228528395877,,,0.0010777730466258,,0.0115459246639979,-0.0022943679488558,-0.0,-0.0061493363024064,-0.0004775964847261,-0.0011587090278885,-0.0021209655713784,-0.00039272790198,0.0043436943583748,,-0.002455434700913325
1584,1584,1584,2002-12-16,,,0.0087553950164737,0.0003886720609472,-0.0187580245848822,,,0.0047519227116176,0.0002813944610762,,,-0.0015793055082619,,-0.0075874161688256,-0.00015437113734,0.0,-0.0063140341782792,-0.0021465592773523,-0.0023151684258945,-0.003527430651025,-0.0006547120727102,-0.006779110031048,,-0.003202836331977225
1585,1585,1585,2002-12-17,,,0.0,-0.0052463140633862,0.0060748965937284,,,0.0004854070000425,-4.663826893569615e-05,,,-0.0001441978177203,,0.0063533519453655,-0.0051814231329689,-0.0,0.0004349346509202,0.0004760089268082,0.0016824948878534,0.0016655657265419,0.0010412312840184,0.0019768995920027,,0.001206056637333475
1586,1586,1586,2002-12-18,,,0.004468815674071,0.0282965306709297,0.0088276241407538,,,0.0057944891066237,0.0009075936321412,,,0.0019264915462946,,-0.0312087566130979,0.0023469127371149,-0.0,0.0046078027123159,-0.0015088312567667,0.0033957887742006,0.0041184381791115,0.0009624527431647,0.0035847052290161,,0.003271120602198175
1587,1587,1587,2002-12-19,,,0.0019740849986681,-0.0087029148687613,0.0055329860780958,,,0.0047638299371601,0.0002786253756561,,,0.0013415403600439,,0.0387513434709706,0.0065440247972397,-0.0,0.0052236102709959,0.0001931858185332,0.0030331883358219,0.0047358616613984,0.0015110681735579,0.0022915088127132,,0.003625932110443525
1588,1588,1588,2002-12-20,,,-0.0049036424720936,0.0214708870843397,-0.0046870338122314,,,-0.0067329734074819,0.0004133769598255,,,-0.0008367805057507,,-0.0111133132912504,-0.0102544602121132,0.0,-0.0068219357119354,0.0003675276959344,-0.0099195455627753,-0.0091577483431902,-0.0003110371572216,-0.0018412714393273,,-0.006552566693780626
1589,1589,1589,2002-12-23,,,0.0325283146300764,0.0132648937229323,-0.0054144055141167,,,0.0059638992804456,-8.93836057295667e-05,,,-0.0030223398620424,,-0.0062071729716146,0.0025889005889221,0.0,-0.0009103496125852,-0.0018401187945581,-0.0006506648896825,-0.000495877260502,-0.0004962161965379,-0.0028122484587196,,-0.0006382769898269
1590,1590,1590,2002-12-24,,,0.0052377762625782,-0.0115407945855279,0.0050917951743067,,,0.0022304876469807,0.0004502749889494,,,0.0019909125037185,,0.001242511371714,0.0004560170439393,-0.0,0.0053326292727349,-0.0,0.0016787482860122,0.0031121090837957,0.0009878618136256,0.0023609025593417,,0.0027778371140421
1591,1591,1591,2002-12-25,,,0.0132868012571067,0.0,0.000713656868239,,,0.0028107482596814,-0.0002680744103402,,,0.0005076227459355,,-0.0049069341609092,0.0051928383848423,0.0,0.0011806524708061,-0.0,0.0009003309427931,0.0010018954770888,0.0006153335336668,0.0004070932047248,,0.0009245531060886999
1592,1592,1592,2002-12-26,,,0.0,0.0,-0.0,,,0.0,0.0012635003753969,,,-0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
1593,1593,1593,2002-12-27,,,0.0062700200415935,0.0048647821790139,0.0191315924160793,,,0.0004215557741403,0.0007761441522165,,,0.004818970243485,,0.0,0.0015641202968629,-0.0,0.0090391683994061,2.827574780899496e-05,0.0045760101129822,0.006586802535678,0.0003680603905693,0.0079835208865214,,0.0051425103596589
1594,1594,1594,2002-12-30,,,-0.0367562729215317,-0.00412962117404,-0.0060549204380232,,,-0.0085459493963916,0.0070132980933527,,,0.0026413643132499,,-0.0074244833252298,-0.0064412027096757,0.0,0.0023057153192903,0.0010122973541571,0.0017122979553061,0.0019482404538615,-0.0023153057535607,-0.0011378520415911,,0.0009127369937243
1595,1595,1595,2002-12-31,,,-0.004822861440671,-0.0073873937178301,-0.0016001276161542,,,0.0064846133362592,-0.0011201415409406,,,0.00219718789365,,0.0303200503964598,0.019846440393293,0.0,-0.0036313669416945,-0.0,-0.0013219537774276,-0.0018245143748257,-6.36943490075736e-05,0.0001990200924986,,-0.0017103823607388436
1596,1596,1596,2003-01-01,,,0.0186425745385176,0.0151714403795348,-0.0303406625857559,,,-0.0023724365027586,-5.8763686154227965e-05,,,-0.014405101114341,,0.0099312775680855,0.0016306319867161,0.0,-0.0206150853346051,-0.000748079978942,-0.0091493951431755,-0.01360642791791,-0.0032623881704298,-0.0149152545666989,,-0.0116583241415301
1597,1597,1597,2003-01-02,,,0.0,0.0,-0.0,,,0.0,-0.0087463132270524,,,-0.0,,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,,0.0
1598,1598,1598,2003-01-03,,,0.0350975454867567,-0.0065944884876694,-0.0026221972931128,,,0.0084938803547626,0.003143241688529,,,-0.0042588540227847,,-0.0354996599207222,0.0132283775197517,0.0,0.0009953977344822,0.0008894681344046,0.0,0.0002574390763058,0.000140043639796,-0.0022936837719658,,0.000348220112646
1599,1599,1599,2003-01-06,,,-0.0269207138451288,-0.0090506343406073,-0.0174095033182187,,,0.0008335052134832,0.0018368113898281,,,-0.0090617775092148,,0.0267426562599099,0.0011923784556581,0.0,-0.0019531139388457,0.0002649892719953,-0.0017473550993826,-0.0016611021506545,-0.00049132614608,-0.0088237602758111,,-0.0014632243337407
1600,1600,1600,2003-01-07,,,-0.0285337456368849,0.0015267600000281,0.0028594498299403,,,-0.0075309175470706,-0.0050203812638633,,,-0.0042746154056451,,-0.0074314373024948,-0.0164327450212157,0.0,0.00241102143749,-0.0039356796655195,0.0019793954775499,0.002424199046819,0.0010538623258094,-0.0004717218585682,,0.001967119571917075
1601,1601,1601,2003-01-08,,,-0.014752665255699,0.0095237212946355,0.01434418218889,,,0.0114816673284025,0.0065896904656828,,,0.0089176751307826,,0.0239173533981947,0.0093821947755197,-0.0,0.0052819592158932,-0.0022880356000005,0.001344839050064,0.0024103806877892,0.0011920492986816,0.0077539524398908,,0.002557307063107
1602,1602,1602,2003-01-09,,,0.0414029504249265,-0.011120860428502,-0.0156140137036672,,,-0.0010357366427247,-0.0016385534524946,,,-0.0077904279791548,,-0.0183966031658864,-0.0021772370401844,0.0,-0.0138068068624218,0.0002231318006318,-0.006044191759261,-0.0094428872896162,-0.002570994463692,-0.0078014805609406,,-0.00796622009374775
1603,1603,1603,2003-01-10,,,-0.008554171657378,0.0056227395969907,-0.0017941861802201,,,0.0020712840912828,0.0004918948524015,,,-0.002140327919719,,0.0100218890240118,0.0027695610844353,0.0,0.0,0.0038652372847078,0.0005086605927371,-0.000222680063873,0.0008303189557239,-0.0013115046999797,,0.000279074871147
1604,1604,1604,2003-01-13,,,0.0162271472221224,-0.0080152275281248,-0.0,,,0.0003449127184401,0.0003745015726723,,,0.0003934186199958,,0.0,-0.0057280391562104,0.0,0.0024301964256948,0.0043276864573854,0.0010249376148851,0.0018671366472382,0.0,0.0001311395399986,,0.001330567671954525
1605,1605,1605,2003-01-14,,,0.0030341989138381,0.0063944446013775,-0.0026213858503031,,,-0.0046834978861662,0.0081271041507229,,,-3.065035938198112e-05,,-0.0012432006281502,-0.0138307164230595,0.0,0.002124733293172,-0.0011206026044442,0.0014350718502279,0.0024157591302326,0.0008209417465814,-0.000884012069895,,0.001699126505053475
1606,1606,1606,2003-01-15,,,0.0230628225249683,0.0025859925041177,0.0076005406398818,,,-0.0023008156627391,-0.0007573388381748,,,-0.0004607748306519,,0.0049712988072073,0.002795953473423,-0.0,0.0021005452494248,-0.0,8.693879746119879e-05,0.0006903426117487,0.0004119843380036,0.0023799219364099,,0.0008224527491595746
1607,1607,1607,2003-01-16,,,0.0125978482890458,0.0009560486904479,0.0040977947855149,,,0.0122077213562533,0.0020573783066115,,,-0.0004787363055177,,-0.0098668903945692,0.0103077789771939,-0.0,0.0006555640487837,0.0011209977111282,-0.0001686909884599,-0.0001954340357029,6.912211133529878e-05,0.0012063528266657,,9.01402839890497e-05
1608,1608,1608,2003-01-17,,,0.0068184876648137,-0.0142258599594998,0.0127212232313505,,,-0.0018677537559533,0.000292325659175,,,0.0020487483802769,,0.0312396073019338,-0.0046258512059719,-0.0,0.0037650525304903,-0.0042712932934473,0.0017497361114091,0.003286057741081,0.0009800125819482,0.0049233238705424,,0.00244521474123215
1609,1609,1609,2003-01-20,,,0.0191560439653834,-0.0111032636093893,-0.0007303714237996,,,0.0011789966231381,-0.0017057699626019,,,0.000193592565489,,-0.0121168695055816,0.0018631521751227,-0.0,0.0019816079187535,-0.0031443534516384,0.0014042569566201,0.0018475810278338,0.000349378024777,-0.0001789262861035,,0.0013957059819961
1610,1610,1610,2003-01-21,,,0.0,0.0,0.0155864898995602,,,0.0,-0.0011227105152537,,,0.0021165729014546,,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0059010209336715,,0.0
1611,1611,1611,2003-01-22,,,-0.0473383469312164,-0.007958336373981,0.0118019530308602,,,0.0039240881864307,-0.0013515504935485,,,0.0014094872130984,,-0.0110944267415441,0.0052769126672588,-0.0,0.0045889534622235,-0.0026229286170654,0.0022026104152008,0.0036703900205812,0.0007625769333101,0.0044038134146528,,0.0028061327078289
1612,1612,1612,2003-01-23,,,-0.0168611899007408,0.0129748377990949,-0.0060326015642033,,,0.0076289870908109,0.0016544091363765,,,-0.0076426292491405,,0.0087339411130612,-0.0113783388500951,0.0,-0.0033238143172052,-0.0019304483304259,-0.0009760824083108,-0.0014512733770888,-0.0005529669899863,-0.0045584102711145,,-0.001576034273147775
1613,1613,1613,2003-01-24,,,0.0295208090411462,0.0014284857792371,0.0246891163410188,,,0.0056832548781409,0.0023445124815078,,,0.0112805706983231,,0.0272431241120864,0.0190544283378939,-0.0,0.0064838218311178,-0.0,0.0014913209121577,0.0026203918779018,0.0006890832507625,0.0119898956797806,,0.00282115446798495
1614,1614,1614,2003-01-27,,,-0.0273237415128347,0.0048054757028899,0.014161543084061,,,0.0017846457272129,-0.0055720329566173,,,0.0060331306392566,,0.0494671879672702,-0.0093280050354048,-0.0,-0.0047791254520454,0.0012723571070891,-0.0017595549839142,-0.0031375177333315,-0.0005509130825786,0.0067315579077725,,-0.002556777812967425
1615,1615,1615,2003-01-28,,,0.0107816216238752,-0.0039010760060391,-0.0078246103915564,,,0.0008754099379835,-0.0009627150980729,,,-0.0058608999845659,,0.009179959600781,0.007578144196507,0.0,-0.0005104367060762,-0.0082024297280438,-0.0004806787025327,-0.0011389442440581,0.0,-0.0045618367920407,,-0.00053251491316675
1616,1616,1616,2003-01-29,,,0.0270746426432134,0.0132897410917386,-0.0065855245275313,,,-0.0053883059236705,0.0003661244350897,,,-0.0089383521547739,,0.027257884726861,-0.0121397672033299,0.0,-0.0053104280133174,0.0069642854223853,-0.0022577980328417,-0.0036254948320721,-0.0009691836787262,-0.0051746255607684,,-0.0030407261392393498
1617,1617,1617,2003-01-30,,,0.0060680011182359,0.0055976789092025,0.0212198431453332,,,0.0033576094863844,-0.0029511182078011,,,0.0168710398271716,,-0.0132386851174071,0.011995682101426,-0.0,0.0054069259556655,-0.0033430885009097,0.00142933307494,0.0027561322012593,0.0006949487705048,0.0126969609908349,,0.0025718350005924
1618,1618,1618,2003-01-31,,,-0.0093609374359866,0.0159805055130405,-0.015292791550285,,,-0.0004328736706012,-0.0060068208375606,,,0.0017397640878438,,0.0067009752208188,-0.0018847973402158,0.0,0.0039168371540403,-0.0024964711094767,0.0,0.0007498224383897,0.0,-0.0045176758208137,,0.0011666648981075
1619,1619,1619,2003-02-03,,,-0.0208604443636217,-0.0030109504925711,-0.0037850471985981,,,0.0035600150715366,-0.002533992179481,,,-0.0010944257245495,,-0.0099569428234124,-0.0047183185346165,0.0,-0.000262522383611,0.0028583093486488,-0.000706238800492,-0.00136534851558,-7.047945386883196e-05,-0.0016264909743825,,-0.0006011472883879581
1620,1620,1620,2003-02-04,,,0.023498309844383,-0.0033518357817758,0.009235425348033,,,0.0113186470852728,0.0028614257484831,,,0.008396397464342,,-0.0166938401017838,0.0158806101731039,-0.0,0.0053245611402386,-0.0017565400217721,0.0022935059934305,0.0037866306852443,0.0009054423496809,0.0058772742707916,,0.0030775350421485747
1621,1621,1621,2003-02-05,,,0.0098578519233533,-0.0021912113702601,0.0047651498664357,,,-0.00347380488982,-0.0017782333514831,,,0.0044268177057287,,0.0191883647357829,-0.0277474456342299,-0.0,-0.0087561873030484,0.001679582146206,-0.0027586327273571,-0.0041430933767853,-0.0005572238291428,0.0030639891907214,,-0.0040537843090834
1622,1622,1622,2003-02-06,,,0.0064548707823127,-0.0025453016521137,0.0040033125190077,,,-0.0085656757675168,0.0014194775399864,,,-0.0045920683778056,,0.0331298702643957,-0.0160637221971258,-0.0,0.0078099247609953,-0.0032459305330015,0.0019610840876318,0.0034481003046126,0.0006965361743363,-0.0001962519529326,,0.0034789113318939996
1623,1623,1623,2003-02-07,,,0.0269684326209082,-0.026968309899983,0.0099985371724928,,,-0.0002813973981315,-0.0017755364834519,,,0.0132690675617247,,0.0064029309440624,-0.0047054903205061,-0.0,0.0032062294390324,-0.0008577168784088,0.0021516817992238,0.0019359518457269,0.000903769488039,0.0077558682447391,,0.002049408143005525
1624,1624,1624,2003-02-10,,,-0.0175484381425948,0.0095731000972873,-0.0055758414486376,,,-0.0089490371246251,-0.0047197008990149,,,-0.0083675338479548,,0.0085116226080009,-0.0079137380664558,0.0,-0.0066478176391693,-0.0012879879936393,-0.0021831398438613,-0.0033673006954156,-0.0008342477514495,-0.0046477917655308,,-0.003258126482473925
1625,1625,1625,2003-02-11,,,0.0268194420377902,0.0451770537455345,0.0063071602974082,,,-0.0018004399261159,0.0011058145795454,,,-0.0026304894461302,,-0.0116073251858453,-0.0041505497046343,-0.0,0.0005357450260584,-0.0,0.0012956520028248,0.0018212146868397,0.0004172564612124,0.0012255569504259,,0.0010174670442338251
1626,1626,1626,2003-02-12,,,0.0089218809458514,-0.0153542764354837,0.0131931341395311,,,-0.0159783118731716,-0.0013661430294674,,,0.0119639459405466,,-0.0106548957858058,-0.0068310258687785,-0.0,0.0032105922974521,0.0005735519147579,0.0027518485419682,0.0035256373974315,0.0004856796046268,0.0083856933600259,,0.00249343946036965
1627,1627,1627,2003-02-13,,,0.0156546180335412,-0.0105940276926315,-0.0023282462401282,,,0.0082024046060182,0.0034817719302517,,,-0.0027133282064549,,-0.0161492709367154,0.0021804810389054,0.0,0.006116512102582,-5.143347220164898e-05,0.0034416695968062,0.0045808142271527,0.0011737029752836,-0.0016805248155277,,0.003828174725456125
1628,1628,1628,2003-02-14,,,0.0113095347981142,0.0055134920706519,-0.0188654109646365,,,-0.0097219486193326,0.0001027543863392,,,-0.0209105916295383,,0.022908401641142,0.0001189702093401,0.0,-0.0089991296974703,4.183698646125641e-05,-0.0030423460439588,-0.0044325014878333,-0.0008956101253733,-0.0132586675313916,,-0.004342396838658925
1629,1629,1629,2003-02-17,,,0.0039944987225994,-0.000658552865628,-0.0044158352797848,,,-0.0148916178147827,0.0003030929677193,,,-0.005985445079908,,0.0106201398637915,0.0008179865503666,0.0,0.0024064812709114,-0.0001415587667261,-0.0001335401148487,0.0005241625878447,-0.0006908126589599,-0.0034670934532309,,0.000526572771236875
1630,1630,1630,2003-02-18,,,0.0,0.0,-0.0107261838215999,,,0.0,0.0043735815888242,,,-0.0218072350199353,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0108444729471783,,0.0
1631,1631,1631,2003-02-19,,,0.0047546259595774,0.0,0.0049549088916916,,,0.0122572873348712,0.001523421546465,,,0.0070815489843813,,0.0,0.0014830159072329,-0.0,0.0071859312145419,0.000815477723132,0.0023953481012695,0.0041916008091906,0.0008852596412528,0.0040121526253576,,0.0036645349415637
1632,1632,1632,2003-02-20,,,-0.0085210565828943,-0.0108906212601285,0.0084057201921523,,,0.0067508290458131,0.0017954589361478,,,0.0039542709903762,,0.0113881142210776,0.0008406751759364,-0.0,0.002630163222457,-0.0001380070604714,0.0018514125904107,0.0025981291903765,0.0004013629062516,0.0041199970608428,,0.0018702669773739502
1633,1633,1633,2003-02-21,,,-0.0277355376058488,-0.0122894707295158,-0.0091272332344105,,,-0.0027115902919925,-0.0015596236760073,,,-0.0077059952560884,,-0.0101666937430894,7.627949723954102e-05,0.0,-0.0055165748121005,0.004430306753297,-0.0014495555403179,-0.0031073828115219,-0.0003991755628818,-0.0056110761634996,,-0.002618172181705525
1634,1634,1634,2003-02-24,,,0.0208469393457925,-0.0523150752799041,0.015559664671718,,,0.0091019661607746,0.0024900714918352,,,0.0159571813234399,,-0.022363979479801,0.001817955635163,-0.0,0.0039504820346915,0.0017980469356918,0.0018358036344539,0.0030868374928093,0.0004542814150995,0.0105056153317193,,0.00233185114426355
1635,1635,1635,2003-02-25,,,-0.0093288636114359,0.0179247320662019,-0.0077466742648988,,,-0.0078445960430449,0.0040872133711075,,,-0.0032357429076429,,-0.0153462842304291,-0.002494330463592,0.0,0.0038988888516916,-0.0027116931321582,0.0012985591316898,0.0015223059040591,0.000380846974708,-0.0036608057241805,,0.0017751502155371251
1636,1636,1636,2003-02-26,,,0.035495486662556,0.0019796117822961,0.0125547284753241,,,0.0032446524086884,0.0023797156309793,,,0.020238870113783,,0.0112759243535212,0.0005375070732705,-0.0,0.005618294489759,0.0006155160064622,0.0010268087287343,0.0023737606935799,0.0001847497241295,0.0109311995297023,,0.0023009034090506753
1637,1637,1637,2003-02-27,,,-0.0100057249898746,-0.0167150338969522,-0.0110825691777271,,,-0.0150827434080261,-0.0042378864597258,,,-0.0199369491863688,,0.0049914667140848,-0.0018266305399593,0.0,0.0020027485625378,0.0041938371720746,0.0001262738430075,0.0009797588078858,5.929316573228527e-05,-0.0103398394546986,,0.0007920185947908464
1638,1638,1638,2003-02-28,,,-0.0118304350361807,0.0228203471456061,-0.0028706960637308,,,0.0077948140070808,-0.0026830125487629,,,-0.0120269512232751,,0.0137635939575302,0.0002047510575972,0.0,0.0063797865465714,-0.0044476722252722,0.0026112111540587,0.0031115373666187,0.0007370049293433,-0.0049658824290019,,0.0032098849991480253
1639,1639,1639,2003-03-03,,,-0.0139795765197482,0.0114055044993201,0.0057116508870556,,,-0.0018395397490553,0.0032503562824119,,,0.0153524553309971,,-0.0432027466960039,0.0008776634877956,-0.0,0.0004823303066184,-0.0051783079817558,0.0011072480220251,0.0014143590209212,0.0001099108737615,0.0070213687393509,,0.0007784620558315499
1640,1640,1640,2003-03-04,,,0.0190942557156898,-0.0178714898341597,0.0137437481727172,,,0.0069904063372838,0.003981201586898,,,0.006136334882849,,-0.0180452723296626,0.0,-0.0,0.0012017306863595,-0.0069597406493362,0.0009812325264247,0.0016423999544386,0.0003238802737502,0.0066266943518554,,0.00103731086024325
1641,1641,1641,2003-03-05,,,-0.003463478527418,0.0068687792738116,-0.007611007014575,,,-0.0001631347349094,-0.0012053963842378,,,-0.0022280956501738,,-0.0138047270272671,-0.0003862237626281,0.0,0.0016759530144477,-0.0019212098519509,0.0014728454649086,0.0021141581480794,0.0006497577341919,-0.0032797008882496,,0.0014781785904069
1642,1642,1642,2003-03-06,,,0.0050347513307941,0.0097090901396775,0.00804639259772,,,0.0053888106088672,-8.153323208170434e-05,,,0.0031177455801395,,0.0053809104677346,0.0005869843972705,-0.0,-0.0026391827231011,-0.0063717143410836,-0.0009848225040672,-0.0015333979202079,-0.0001634648830947,0.0037213793926198,,-0.001330217007617725
1643,1643,1643,2003-03-07,,,0.011591511054659,0.0220787612235665,-0.0070788724321407,,,-0.0078700894252901,0.0020540382708097,,,-0.0017879163914873,,0.0051199249024401,0.0003178124538102,0.0,0.0026552311900533,-0.0,0.0017310397438028,0.0020180975573881,0.0007667642602795,-0.0029555962745426,,0.0017927831878809248
1644,1644,1644,2003-03-10,,,-0.0067375642882275,0.1389580874758702,0.0212689718158912,,,0.0043794318029176,0.0016270662992017,,,0.0181654205234468,,-0.016596026277,-0.0001997667571901,-0.0,0.0033782180308363,0.003792721313011,0.0022247746280049,0.0026159579712075,0.0007180385124266,0.013144797446446,,0.0022342472856188254
1645,1645,1645,2003-03-11,,,-0.0067858216673797,0.0004714978609159,0.0077486616854647,,,-0.0044103737241501,-0.0021645095638554,,,0.0080320296460998,,0.0084628339040119,0.0003012415300952,-0.0,0.0007235610886671,-0.0,-0.0012372248990278,-0.0009532429744674,-0.0002231732423551,0.0052602304438548,,-0.00042252000679580005
1646,1646,1646,2003-03-12,,,0.0125687352809225,0.0111259264054961,-0.0056999279990406,,,-0.0043663455719748,-0.0029616330087786,,,-0.0148019035526501,,-0.021093937650676,-0.0013158760945999,0.0,0.000964802220878,-0.0003094671314556,-0.0014952782755193,-0.0016785141563306,-0.001307192999808,-0.0068339438505635,,-0.0008790458026949751
1647,1647,1647,2003-03-13,,,-0.0201926482599176,0.0073018241458638,-0.028616448895871,,,-0.015499598245649,-0.0094085159612458,,,-0.0507510783702236,,-0.0114765382995213,-6.40831099309612e-05,0.0,-0.0138922631580035,0.002966112779586,-0.0062075867642827,-0.0092723411753393,-0.0018185959540199,-0.0264558424220315,,-0.00779769676291135
1648,1648,1648,2003-03-14,,,-0.007517681762063,0.0097990545743555,-0.0010191004498099,,,0.0011078369379031,0.0028607499823356,,,-0.003124297181482,,0.012791891320466,1.961839461791805e-05,0.0,0.0029884057704611,0.0096865578301294,0.0018004466650851,0.002487514525699,0.0004819716575774,-0.0013811325437639,,0.00193958465470565
1649,1649,1649,2003-03-17,,,-0.0057109646393296,0.0,-0.0294786407468072,,,0.0012976486080769,-0.0041027585728474,,,-0.0234894449533455,,-0.003345153757019,0.0044874423185388,0.0,-0.01061238658615,0.0005786778487826,-0.0037692177483426,-0.0056733460373025,-0.001251548141335,-0.0176560285667175,,-0.005326624628282525
1650,1650,1650,2003-03-18,,,-0.0523427930808301,-0.0065383806709518,-0.0055990052508556,,,0.0012112784905335,0.0016896869149341,,,-0.0056695841030047,,-0.0074089894873464,-0.000970894375589,0.0,-0.0070328025158043,-0.0,-0.0036940882582152,-0.0043796344117326,-0.0011782230425496,-0.0037561964512867,,-0.004071187057075425
1651,1651,1651,2003-03-19,,,-0.0412276219339181,-0.0059301796033672,-0.0068102761748722,,,-0.0039359866405194,-0.0118608594158411,,,0.0033838844865488,,0.0016242587383605,0.0041958657539285,0.0,-0.0053073165750146,-0.0048776140563423,-0.0017263190095321,-0.0037839345380059,6.744848235615836e-05,-0.0011421305627744,,-0.00268753041004911
1652,1652,1652,2003-03-20,,,-0.0383901836108701,-0.0039671399887919,-0.0024713075410259,,,-0.009005797800024,-0.0018935276808516,,,-0.0008201131555312,,0.0030371710955698,0.0001159093566518,0.0,-0.001600885146779,-0.0062664348843885,0.0009263529693297,0.0005232246666937,6.864323258739425e-05,-0.0010971402321857,,-2.0666069542051447e-05
1653,1653,1653,2003-03-21,,,-0.0569639728070028,-0.000277708451673,-0.0125463336751366,,,-0.0198320800617256,-0.0083269171935231,,,-0.0002238688519336,,0.0011998415048454,0.0083409998605013,0.0,-0.0230816314222156,0.006566449137117,-0.0115908947304267,-0.0181983327543677,-0.0012560709469215,-0.00425673417569,,-0.013531732463482875
1654,1654,1654,2003-03-24,,,0.0580529494050034,-0.0208437573599231,0.0256066111843554,,,0.0097629693430089,0.0050515437320959,,,-0.000646947996354,,0.0010954242755543,-0.0019333888740309,-0.0,0.0104252490663666,0.0080262804208202,0.0045880959969269,0.0062040966781096,0.0018195229504098,0.0083198877293338,,0.005759241172953225
1655,1655,1655,2003-03-25,,,-0.0181492424733658,0.0020726541968341,-0.0096458784745112,,,-0.0027527696110011,0.0047752494667825,,,0.0011269230618645,,-0.0027719500558525,-0.0041881370780693,0.0,0.0002179273105189,0.0026123775226033,0.0004299685270093,0.0003047884844693,0.0,-0.0028396518042155,,0.00023817108049937498
1656,1656,1656,2003-03-26,,,0.0145297679244478,-0.0140553310814707,0.0045905986791451,,,0.0042779214261374,-0.000412594086778,,,0.0005745827767286,,-0.001191281123184,-0.0007938789240913,-0.0,0.0009838880539558,0.0009108745340488,0.0010914702399932,0.0010753342126538,0.0006989346928209,0.0017217271519578,,0.0009624067998559249
1657,1657,1657,2003-03-27,,,0.0336272109280217,-0.0081736829028322,0.000536551678152,,,-0.0030893912028433,5.554100769137577e-05,,,-0.0013329807411203,,-0.0006020820840661,0.0008110219995093,-0.0,0.0007053165888244,-0.0027850374933363,0.0011197995926432,0.0009538490974252,0.0009069486635833,-0.0002654763543227,,0.000921478485619025
1658,1658,1658,2003-03-28,,,-0.0033651333603422,0.0086946212365649,0.0047948236458897,,,0.0,0.001345223090799,,,-0.0016378189438684,,0.000676609560441,-0.0069989458711012,-0.0,0.0019392978103158,0.0037720990987068,0.0019275642729539,0.0019982939064654,-0.0024306939024896,0.0010523349006737,,0.000858615521811375
1659,1659,1659,2003-03-31,,,0.0134524671614324,0.0187864417256148,0.0173316568476145,,,0.0111981955745621,0.0103985061410696,,,-0.0032966802206189,,-1.2514227369117746e-05,-0.0050954452968479,-0.0,0.0053638569745188,-0.0308282260329245,0.0019887888943439,0.0025318087435979,0.0007648660406177,0.0046783255423318,,0.002662330163269575
1660,1660,1660,2003-04-01,,,-0.0156043608045418,0.0001584207740525,-0.0107796283057165,,,-0.0022440327819635,0.0014987919778411,,,0.0001286872850718,,0.0002304509695291,0.0044313150384822,0.0,0.0,-0.0087875927183868,9.725555306299212e-05,-7.459086795108948e-05,0.0002091465085735,-0.0035503136735482,,5.7952798421350664e-05
1661,1661,1661,2003-04-02,,,-0.010718348250488,0.0036615817254352,-0.0220128916155652,,,-0.0054293748408908,-0.0092100904803432,,,0.0040951434063159,,5.98329350595951e-05,0.0056952055128749,0.0,-0.0056199879639448,-0.0017622328008605,-0.0029246845281693,-0.0033114425291805,-0.0015154556957933,-0.0059725827364164,,-0.0033428926792719747
1662,1662,1662,2003-04-03,,,0.0024772318749009,-0.0071846024158925,0.0041619627141174,,,-0.0037439584958382,0.0028263905079299,,,0.000722265477651,,-0.0008504745796707,-0.001830683016437,-0.0,-0.0001353265175461,0.0028991662563867,0.0007517631036334,0.0007638961091022,0.0010351431047889,0.0016280760639228,,0.0006038689499946
1663,1663,1663,2003-04-04,,,-0.0009817063089701,0.0030737533053798,-0.005405329790241,,,0.00019446528798,-0.0080319787910611,,,-0.0025266892862557,,0.0005078865777019,-0.0003331964037385,0.0,-0.001062145835767,-0.0003883611554961,-0.0003682271910741,-0.0005770099539457,0.0,-0.0026440063588322,,-0.0005018457451967
