date,ZN=F Long Only,ZN=F Using TFT
2017-07-05,0.0008742350443362579,0.0008742350443362579
2017-07-06,-0.0018717244821562229,-0.0018717244821562229
2017-07-07,-0.0011251406425802912,-0.0011251406425802912
2017-07-10,0.001877346683354153,0.001877346683354153
2017-07-11,0.0007495315427856752,0.0007495315427856752
2017-07-12,0.002746223942079684,0.002746223942079684
2017-07-13,-0.0008714054525084114,-0.0008714054525084114
2017-07-14,0.0021181161226015988,0.0021181161226015988
2017-07-17,0.0006216585851051004,0.0006216585851051004
2017-07-18,0.002857852882703682,0.002857852882703682
2017-07-19,-0.0004956015363647426,-0.0004956015363647426
2017-07-20,0.00012396181975948828,0.00012396181975948828
2017-07-21,0.001983143282102029,0.001983143282102029
2017-07-24,-0.0012370113805046934,-0.0012370113805046934
2017-07-25,-0.004582610849640845,-0.004582610849640845
2017-07-26,0.003483887022520893,0.003483887022520893
2017-07-27,-0.0014879107253564783,-0.0014879107253564783
2017-07-28,0.000993418601763274,0.000993418601763274
2017-07-31,-0.0004962163503287043,-0.0004962163503287043
2017-08-01,0.0027305448678167643,0.0027305448678167643
2017-08-02,-0.0009902215620745114,-0.0009902215620745114
2017-08-03,0.0019824061454589703,0.0019824061454589703
2017-08-04,-0.0022257944849758404,-0.0022257944849758404
2017-08-07,0.0007435865658693697,0.0007435865658693697
2017-08-08,-0.0012383900928792935,-0.0012383900928792935
2017-08-09,0.002603843769373837,0.002603843769373837
2017-08-10,0.0017313875834776837,0.0017313875834776837
2017-08-11,0.0019753086419753707,0.0019753086419753707
2017-08-14,-0.0020946278955150666,-0.0020946278955150666
2017-08-15,-0.0030868008396098823,-0.0030868008396098823
2017-08-16,0.002848649987614582,0.002848649987614582
2017-08-17,0.0016055329134248009,0.0016055329134248009
2017-08-18,0.0002466091245376667,0.0002466091245376667
2017-08-21,0.0007396449704142327,0.0007396449704142327
2017-08-22,-0.0022172949002217113,-0.0022172949002217113
2017-08-23,0.0028395061728394566,0.0028395061728394566
2017-08-24,-0.0018466083959128854,-0.0018466083959128854
2017-08-25,0.0014800197335964604,0.0014800197335964604
2017-08-28,0.0009852216748769127,0.0009852216748769127
2017-08-29,0.001476377952756014,0.001476377952756014
2017-08-30,-0.000859950859950831,-0.000859950859950831
2017-08-31,0.0013525144473134354,0.0013525144473134354
2017-09-01,-0.002333005893909612,-0.002333005893909612
2017-09-05,0.005661538461538385,0.005661538461538385
2017-09-06,-0.002570064863541832,-0.002570064863541832
2017-09-07,0.0033128834355828918,0.0033128834355828918
2017-09-08,-0.00012229423994125632,-0.00012229423994125632
2017-09-11,-0.003913894324853229,-0.003913894324853229
2017-09-12,-0.0027013752455795625,-0.0027013752455795625
2017-09-13,-0.0014774686037921647,-0.0014774686037921647
2017-09-14,-0.0002466091245375557,-0.0002466091245375557
2017-09-15,-0.0007400098667982302,-0.0007400098667982302
2017-09-18,-0.001727968402863489,-0.001727968402863489
2017-09-19,-0.0007418397626113293,-0.0007418397626113293
2017-09-20,0.0004949269982676974,0.0004949269982676974
2017-09-21,-0.005688844917140723,-0.005688844917140723
2017-09-22,0.0008706467661692141,0.0008706467661692141
2017-09-25,0.0026096681993288406,0.0026096681993288406
2017-09-26,-0.0004957858205255627,-0.0004957858205255627
2017-09-27,-0.004464285714285698,-0.004464285714285698
2017-09-28,0.0008719481813652674,0.0008719481813652674
2017-09-29,-0.0018668326073428831,-0.0018668326073428831
2017-10-02,-0.0004987531172069293,-0.0004987531172069293
2017-10-03,0.0006237524950098994,0.0006237524950098994
2017-10-04,0.0,0.0
2017-10-05,-0.0013714000748036304,-0.0013714000748036304
2017-10-06,-0.0009987515605492936,-0.0009987515605492936
2017-10-09,0.0004998750312421585,0.0004998750312421585
2017-10-10,0.001373969522857843,0.001373969522857843
2017-10-11,-0.00024946987651242036,-0.00024946987651242036
2017-10-12,0.0012476606363069909,0.0012476606363069909
2017-10-13,0.0024922118380061864,0.0024922118380061864
2017-10-16,-0.0022374145431944825,-0.0022374145431944825
2017-10-17,0.00012457954403877203,0.00012457954403877203
2017-10-18,-0.0023667164922770434,-0.0023667164922770434
2017-10-19,0.0009988762642028082,0.0009988762642028082
2017-10-20,-0.003492578271173774,-0.003492578271173774
2017-10-23,0.0007510326699211589,0.0007510326699211589
2017-10-24,-0.0015009380863039157,-0.0015009380863039157
2017-10-25,-0.0022547914317925244,-0.0022547914317925244
2017-10-26,-0.0006277463904582614,-0.0006277463904582614
2017-10-27,0.0017587939698493482,0.0017587939698493482
2017-10-30,0.003386004514672747,0.003386004514672747
2017-10-31,-0.0006249218847643734,-0.0006249218847643734
2017-11-01,-0.0002501250625313034,-0.0002501250625313034
2017-11-02,0.0018764073054791108,0.0018764073054791108
2017-11-03,0.0001248595330254343,0.0001248595330254343
2017-11-06,0.001622971285892616,0.001622971285892616
2017-11-07,0.0004985666209647022,0.0004985666209647022
2017-11-08,-0.0013703749844276025,-0.0013703749844276025
2017-11-09,-0.0004990019960079417,-0.0004990019960079417
2017-11-10,-0.003869196205691483,-0.003869196205691483
2017-11-13,-0.0006264879087833908,-0.0006264879087833908
2017-11-14,0.0008776328986961346,0.0008776328986961346
2017-11-15,0.0025053238131027555,0.0025053238131027555
2017-11-16,-0.0014994377108584755,-0.0014994377108584755
2017-11-17,0.0003754223501439835,0.0003754223501439835
2017-11-20,-0.0017513134851138146,-0.0017513134851138146
2017-11-21,0.0,0.0
2017-11-22,0.0033834586466165995,0.0033834586466165995
2017-11-24,-0.0011240164855751411,-0.0011240164855751411
2017-11-27,0.0012503125781444524,0.0012503125781444524
2017-11-28,-0.0012487512487512342,-0.0012487512487512342
2017-11-29,-0.0020005001250312793,-0.0020005001250312793
2017-11-30,-0.0032573289902280145,-0.0032573289902280145
2017-12-01,0.002890899949723469,0.002890899949723469
2017-12-04,-0.0013786188745457117,-0.0013786188745457117
