,Date,BRL=X,CAD=X,CL=F,CT=F,ES=F,EUR=X,GBP=X,GC=F,JPY=X,MXN=X,NQ=F,SB=F,SI=F,YM=F,ZB=F,ZC=F,ZF=F,ZN=F,ZT=F,CarteiraRenda_Fixa,CarteiraMoeda,CarteiraEquity
2068,2007-12-06,0.011964414234963,0.0033106697043954,-0.009867451049552,0.0723948149695063,-0.0001175879119237,-0.0004144132864792,0.0027026104367177,-0.0061408895455344,-0.0032382476980124,0.0049535320646884,0.0017794184204136,-0.0017805855956376,-0.0042837572090981,0.0019473818236349,-0.0067819202960693,0.0070812207802783,-0.006264882832909,-0.0062529867692717,-0.004894147595556,-0.0060484843734515,0.00321309424271215,0.0012030707773749334
2069,2007-12-07,0.000582252203217,-0.0009470270855726,-0.002165770217707,0.0008881438957945,0.0055006454403068,0.0073686482994458,0.010491906303635,0.0122005480679737,-0.0014191647878627,-0.0007632169621355,0.0019539725053461,-0.0198667437054407,0.0132645684447338,0.0060430158352576,-0.0016817569775042,0.0014886003798068,-0.0011869783359201,-0.0009726066526144,-0.0004905597698479,-0.00108297543397165,0.0025522329951211662,0.0044992112603035
2070,2007-12-10,0.0009874231486303,-0.0063065000338135,0.0113682332739464,-0.0034238532253595,-0.0195719162269239,-0.0062159545536796,-0.0073222539338307,0.0033149475360083,0.0100832337743911,-0.0190466674884093,-0.0147740574312103,-0.0151198540053618,0.0007692166254533,-0.0180728620058674,0.0073928897040878,0.0090590462468589,0.0085689367704407,0.0085533395047141,0.007138878908521,0.0079135112219409,-0.00463678651445195,-0.017472945221333868
2071,2007-12-11,0.0004020690335719,0.0006443730428696,0.0223003882788903,0.0068779347415468,0.0057307601936529,0.007244213133788,0.0077400872479242,0.0019026949457628,-0.0123922429642116,-0.0135346900157052,0.0053928447217305,-0.0,-0.001487671665852,0.0029346515764552,-0.003281426881686,0.0153427468755029,-0.0043888435348485,-0.0041878124715426,-0.0051818660681474,-0.0042599872390561245,-0.0016493650869605161,0.004686085497279533
2072,2007-12-12,-0.0089469053597053,-0.0088474863794131,-0.0097555407644962,-0.0020719965933494,-0.0010547284928353,-0.0123878429413035,-0.0021458175667801,-0.0133231177491189,-0.0034869028727793,0.0012770621700526,-0.0045709026616881,-0.0008223867184559,-0.0220835787486162,0.0008311183941193,-0.0048673259093082,0.0028724314353733,-0.0029584691694988,-0.0032422514852244,-0.002728008548981,-0.0034490137782531003,-0.005756315491654783,-0.0015981709201346999
2073,2007-12-13,-0.0105253187266068,0.0067488981751779,-0.0045491879639374,0.0058453891660005,-0.0095451526422862,-0.0276321089599417,-0.0187114722492595,-0.0052176375619585,-0.0104684611189608,0.0012971326573392,-0.0062920565371795,-0.0142008162676688,-0.0090209357130681,-0.0095869731207156,-0.002852471925742,0.0018165762187954,-0.0030942340827376,-0.002649983043883,-0.003641533621651,-0.0030595556685033996,-0.009881888370375284,-0.008474727433393767
2074,2007-12-14,-0.0096545806932633,0.0085901794585823,-0.0030375011885885,-0.0012407818520708,-0.0103994172737273,-0.003086500471587,0.000998414353948,0.0013967388126168,0.0044626701280193,-0.0093246009516732,-0.0139312941422081,-0.0227008249208942,0.0,-0.0104252774150087,0.0022241077522888,0.0276231274109835,0.0020186246223918,0.0023693323985554,0.0018066782760445,0.0021046857623201252,-0.0013357363626623163,-0.0115853296103147
2075,2007-12-17,0.0072831242927889,0.0037756579586561,-0.0006787505866398,0.0004424969691807,0.0045313566158622,-0.003774919856853,-0.0306206934069059,0.0077483160654192,-0.0048675590377939,-0.004488095358762,0.0002383373055094,0.0089269973543164,0.0071445150025165,0.0036340897301962,0.0039375649939724,-0.0086935345123609,0.0029881937884733,0.0029784051282844,0.0021323872906568,0.0030091378003467254,-0.005448747568144966,0.0028012612171892663
2076,2007-12-18,-0.0,-0.0,0.0037021360871979,0.0035312354160246,-0.0008618909422807,-0.0,-0.0,-0.001790136795058,-0.0,-0.0021109796023244,0.0021800291412787,-0.0074774102168255,0.0022269427421404,-0.0019267600898715,0.0018068003350929,0.0035698657586975,0.0009522963866007,0.0006953435984484,0.0015383042327046,0.0012481861382116501,-0.0003518299337207333,-0.00020287396362449997
2077,2007-12-19,0.0002537508788167,0.0020666623614187,-0.0008942245980938,-0.0006466198623273,0.0050137463511247,-0.0068554221344736,-0.0,-0.0018220416513316,0.0014747132963606,-0.0022600484102298,0.0132377297158078,-0.0247115795653106,0.0046966631202536,0.0032291985304491,0.0035131621931407,0.003606067226521,0.0020717926177807,-0.0015133591084986,0.0024948552422799,0.0016416127361756749,-0.0008867240013512332,0.007160224865793867
2078,2007-12-20,0.0045426051515141,0.0070101191937885,0.0113837889393362,0.0026983564090918,0.0055131981908101,0.0074488411512778,-0.0004385443863466,0.0121043271750277,-0.0102723296564438,-0.0003217771956389,0.007066126554757,0.0013534940994191,0.0057509137965342,0.0183609077128791,-0.0064485637308271,0.0079480225537498,-0.0064172070575453,-0.0070499045635176,-0.0042443192862181,-0.006039998659527025,0.0013281523763585164,0.010313410819482066
2079,2007-12-21,-0.0,0.0108889693240988,0.0040285674108012,0.0035895232125485,0.0159319364656862,0.0012103396217562,-0.003624382985892,0.0011455897857769,-0.0012571245069082,0.0029918616106708,0.0154073342564261,0.0103104969732037,0.0066749337019646,0.0046119108203139,-0.0024758757980636,0.0006608480458148,-0.0015908927510525,-0.0021210661547784,-0.0006180197781238,-0.001701463620504575,0.0017016105106209334,0.011983727180808734
2080,2007-12-24,-0.0,-0.0007131792959092,0.0090944505886862,0.0,0.001560508736594,-0.000143141248309,-0.0008430846232594,0.0127942523478805,-0.0004642407707792,0.001235574172298,0.0034426429322936,-0.0,0.0066960288528359,0.0009655628158877,-0.0033805327254609,0.0110651920795364,-0.0025513158644164,-0.0031211091005756,-0.0023538619384594,-0.0028517049072280753,-0.0001546786276598,0.0019895714949251
2081,2007-12-25,0.0140147114344059,0.0067628599560857,0.0,0.0,0.0,0.012834101025242,0.0052928657645122,0.0,-0.0002360290284721,-0.0026588279263615,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006001613537568701,0.0
2082,2007-12-26,-0.0,-0.0006127140846992,0.0032175621602843,0.0045673112367543,-0.0099044331233832,0.0171814566163118,0.0084484908849656,0.0024999899186259,0.0045581379892781,-0.0149744628871965,-0.0086070218747858,-0.0049693453733939,-0.0006599212618436,-0.0114658604343688,0.0037117389261189,0.0033548889585396,0.0034373109242071,0.0039861750583624,0.0022477750030551,0.003345749977935875,0.002433484753109967,-0.0099924384775126
2083,2007-12-27,-0.0020910094696296,0.0028638518814384,-0.0030973462312953,0.0007648313765355,-0.002126729972018,0.0136203378732879,-0.0013368440402954,0.0107188847128139,0.0179022655701442,-0.00496496240365,-0.0020251519504796,0.0021481975251712,0.0036341775450401,-0.0020028226500421,0.0050415277029623,-0.0037316965228811,0.0041026486659555,0.0043152017622027,0.0037245252737849,0.00429597585122635,0.004332273235215916,-0.0020515681908465666
2084,2007-12-28,-0.0,-0.0245946446653331,-0.0001018643514179,0.0008469813485898,-0.0042058664448285,-0.0152127560349819,-0.0053377800836341,-0.0045249911906256,0.0085171170303191,-0.0,-0.0064272051329326,0.0087311654370151,0.001076109734869,-0.0063103541087717,0.0026771884953185,0.004817109036596,0.0021607682890531,0.002982689120041,0.0014504231887657,0.002317767273294575,-0.006104677292271667,-0.0056478085621776
2085,2007-12-31,-0.0,0.0050006585671573,0.018852264364106,0.0062323952991006,-0.0097411965147906,0.0023938898819103,0.0008930099911193,0.0215943926251548,-0.0020319873411267,0.0039050791672259,-0.0112250110931799,0.0065916121186322,0.0149674123925668,-0.0124442731975214,0.0059643573304169,0.0097140597389575,0.0051770290250818,0.0061542608318094,0.0106235066385686,0.006979788456469176,0.0016934417110476831,-0.011136826935163968
2086,2008-01-01,0.0016140361888667,-0.0013858896081888,0.0,0.0,0.0,0.0123157636080483,-0.0048636795609043,0.0,0.0309933914599496,-0.0055739470398027,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055166125079948005,0.0
2087,2008-01-02,0.0096840591537729,0.0065659661771062,-0.0021467386035045,-0.0012370879258777,0.0001337124567884,0.0035251733728747,-0.0064592822493083,0.0086242009344732,-0.0026822245377069,0.0073499783967767,0.0020725153384293,-0.0309052381150528,0.00846436330895,0.0004631350248305,-0.0005893794333708,0.0048948660399997,0.0,-0.0002797705426869,0.0015907459540993,0.00018039899451040002,0.002997278385585883,0.0008897876066827332
2088,2008-01-03,-0.0054567074537921,-0.0118915877619063,-0.0063114496290199,-0.0001481280457385,-0.0194378115234402,0.0012792306051276,0.0014539000517773,-0.0030215197841087,0.0096670329523386,-0.013589931589269,-0.0306457060391613,0.0115408166503239,-0.0014077528767958,-0.0172094196256171,0.0013179461606613,0.0010579361620915,0.0045255633327092,0.0038859421338684,0.0038142908551092,0.0033859356205870254,-0.0030896771992873166,-0.022430979062739536
2089,2008-01-04,-0.0040501567697032,-0.0078120209939432,-0.0142716967265361,0.0019580227437127,0.0007978860901113,-0.0093937477569368,-0.0076213736342843,-0.0032533018782261,-0.0066661426033829,0.0079971040636052,-0.0029992254865835,0.0031553837104837,-0.0066046795186166,-0.0005972903617085,0.0012129622676449,-0.0007153304859896,-0.0001351965255339,0.0010336443212173,-0.0014649244788121,0.00016162139612905,-0.004591056282440866,-0.0009328765860602332
2090,2008-01-07,0.0072104767137647,0.0008157250707977,0.0062920335558874,0.0036615692079699,0.0132650768358515,0.1089555456762226,-0.0041840735028442,0.0173645582349266,0.017427490845416,-0.0087183805779598,-0.0146835092529122,0.0,0.0212924149296076,-0.0153282395823001,-0.0004915247602361,0.0181497754821532,0.0001373486513712,0.0,0.0,-8.8544027216225e-05,0.020251130704232834,-0.005582223999786934
2091,2008-01-08,-0.0101864176870031,-0.005689776650991,-0.003342365437807,-0.003155180053571,-0.0079036446667623,-0.0518588546848328,0.012680938215176,0.0013513674287857,-0.0242513186773749,-0.0008197454372212,0.0088569040971689,0.005190412334342,0.0009997436985728,0.0063342152629224,0.002123124903852,-0.0020717692153746,0.0027916296779719,0.0019383247866811,0.0033035705031762,0.0025391624679203,-0.013354195820374498,0.002429158231109667
2092,2008-01-09,0.0051107159084386,0.0011935512330264,-0.0101274798047875,-0.0161496190071504,-0.0051292281799789,0.0054705043004736,-0.0036074952319665,0.0111540632268603,0.0025305741878845,-0.0008335008931342,0.001321305345021,-0.0039248423745107,0.0164976123724698,0.0066570242804628,-0.0055360131347558,-0.0031510683896914,-0.0028084654188649,-0.0041145291201548,-0.0007537062354411,-0.0033031784773041497,0.0016440582507870668,0.0009497004818349665
2093,2008-01-10,0.0089308467282407,-0.0132324803499643,-0.0053526736995745,0.0233485356270311,0.0071740597855811,-0.0004425255760594,0.0019475631759113,0.0039791672461284,0.0065433832826455,0.002233660784957,-0.0111066218759486,-0.0046445876309359,0.0035764355734223,-0.0122727105763803,0.0031766820654683,0.0283863326960872,0.0037884713388591,0.0038648487426407,0.004123312371109,0.003738328629519275,0.0009967413409551333,-0.005401757555582601
2094,2008-01-11,0.0112035949738929,0.0024913527901423,0.0080950693599824,0.0086079822074621,-0.0068957799040602,0.0032278695299235,0.0045460141561327,0.0050314515563483,0.0071565962824188,-0.0096542699520394,0.0094480539290146,0.0100910674819242,0.00187876572019,0.0,0.0009734528203344,0.0211757588669588,0.0002794782955991,0.0003833989948768,0.0003042043555204,0.000485133616582675,0.0031618596300784663,0.000850758008318133
2095,2008-01-14,-0.0119695024641987,-0.0007236044842147,-0.0121977957520748,0.0033660376558103,0.0177205284278893,-0.0027895776464029,-0.0035844449486508,-0.000554205429329,0.0151609140430168,-0.0140849912654982,-0.0134987240283495,0.0,-0.0043942991262234,-0.0155853010184174,0.0040719657826483,-0.0034808794088007,0.0028401766014377,0.003701316995344,0.0012364348270041,0.0029624735516085247,-0.002998534460991417,-0.0037878322062925335
2096,2008-01-15,-0.0125822580870321,-0.005637764080228,-0.0056896684429908,-0.0026346845545674,0.0065221964484563,-0.0058964889528538,-0.0042732908955867,-0.0191282453631803,-0.0058627089025606,0.0019651362420151,-0.0098364601963566,0.020331728748277,-0.0148034732734538,-0.0049139394899829,-0.0013383436069524,-0.0076316109476237,0.0008572898516386,-0.0003877614876054,0.000942133048707,1.8329451446949952e-05,-0.005381229112707684,-0.002742734412627733
2097,2008-01-16,-0.0030179291373931,-0.0087715924958251,-0.0038958700293829,0.0043079945815604,0.0201081757922085,-0.0010386149725757,0.005120889409128,-0.0009871422877022,0.0096440827520257,-0.0025419627039386,-0.0080927331454146,0.0431366927036387,0.0045318105716199,0.0185691220262186,0.0035772282838029,-0.000590133576137,0.0031935149624707,0.0032485168750444,0.0023938513182175,0.003103277859883875,-0.00010085452476313306,0.010194854891004168
2098,2008-01-17,-0.0114967786403335,0.0030850247774556,0.0024675849250863,-0.0084613683753462,0.007906096258334,-0.0009694471095252,-0.0107975489500241,0.0011856789483384,-0.0044455358368476,0.0152712115551597,-0.0021519824743686,-0.0221293473061702,0.0077193458935745,0.007364339000024,-0.0019600793095663,-0.0044908325681025,0.0018944465513079,0.0007882453568181,0.003068347931227,0.0009477401324466751,-0.0015588457006858502,0.004372817594663133
2099,2008-01-18,-0.0202760043459642,-0.0107775561133063,-0.0040803138389548,-0.0064918327571155,0.0089108724029464,-0.0089710684381756,0.0,0.0081480788533489,0.0125810387887302,-0.0274659537294953,-0.0163842240365971,-0.0200532774168418,-0.0039957262273682,0.0105923481038622,0.0047028973293433,-0.0112181128417511,0.0083271910235076,0.0074178544249731,0.0068103367121119,0.006814569872483975,-0.009151590639701866,0.0010396654900705002
2100,2008-01-21,0.0159125500973731,0.0104380162361325,0.0,0.0,-0.0,0.0101880850707669,0.0,0.0,-0.0150561537654443,-0.0138983205411512,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012640295162795001,-0.0
2101,2008-01-22,-0.0046758944248887,0.0047162971296653,-0.0168422334633449,-0.022397627334461,-0.0186219892595514,-0.0007073095486084,0.0,-0.0066764028355054,0.0030908721036977,0.0072059134215246,-0.002243551219916,-0.005387454386298,-0.0048950147078496,-0.022655858113865,0.0025830101022626,-0.0242781175919346,0.0024442672163275,0.00227853163255,0.00288275478915,0.002547140935072525,0.0016049797802317502,-0.014507132864444133
2102,2008-01-23,0.0131689568692624,0.0242925825012516,0.0142526327744314,0.0112655651462326,-0.0057045014861754,0.0063778340706631,-0.0208640775711612,0.0218507141385672,-0.0040644798215407,0.0070443102968697,0.0102756719533168,0.0018294259818215,0.0144264580961831,-0.0058445231841827,-0.0097632988926467,0.0231183294157303,-0.0096888823299601,-0.0094476455021367,-0.0091429291484116,-0.009510688968288775,0.004325854390890816,-0.00042445090568043325
2103,2008-01-24,0.0006481503396197,0.0002345365028126,0.0072739238176154,-0.0035100494657501,0.0096711744860484,-0.00452068524531,0.0021914943483366,0.0043919708916027,0.0035833104654581,-0.0009181480050435,-0.014735119444578,0.0217792254843782,0.0058096404095006,0.0080988894412805,0.0031819761546657,0.0093648718496382,0.0008550484565712,0.0020411003077449,0.0009823217432974,0.0017651116655698,0.00020310973431225012,0.0010116481609169666
2104,2008-01-25,0.0009892180942162,-0.0005963025961079,0.0015537578609609,0.0029386010045058,-0.0110581175718246,0.0051834169697546,0.0040169522838966,0.0147342467116846,-0.0017735597960862,0.0006998890291178,-0.0057328279500982,0.0126214614904224,0.0098626822223905,-0.0090188380984443,0.0003276149454436,0.0041155307202384,-0.0001240746707906,-0.0002576126708558,0.0002852148187283,5.7785605631374996e-05,0.00141993566413185,-0.008603261206789033
2105,2008-01-28,0.004697675197228,0.0076343044402908,0.003654600537218,-0.0004342120024619,-0.003933349039024,-0.0007507143197623,0.0041140038932175,-0.0017253263450004,-0.0007401206643296,0.0052195215138236,-0.0005964239402162,-0.0016339396602315,0.0020488474731607,-0.0059216778641496,-0.0023300124664756,-0.0012965705558982,-0.0026468888876984,-0.0026173136355152,-0.0023186931645186,-0.0024782270385519498,0.003362445010078,-0.0034838169477966
2106,2008-01-29,-0.0027314216889989,0.0040467148590578,0.0039071414670622,0.0023560837528027,0.006068030343746,0.0027815709759252,-0.0054177621163694,-0.0039401204366549,0.0086965646131653,0.0010824230396415,-0.0001728951713677,0.0091431975309964,-0.001283610890419,0.0048493689016118,-0.0035855579923232,-0.0026363309513339,-0.0017673038846521,-0.0029778223245881,-0.0001451781111829,-0.002118965578186575,0.0014096816137369166,0.0035815013579967004
2107,2008-01-30,0.0129052062181397,-0.0078590704408386,-0.0033057965640759,-0.0057344225201553,-0.015620464665034,0.0016176909693461,0.0067195178895677,0.0018631802562511,-0.0002285317786474,0.005848013198627,0.0127420785846949,-0.0024676105960482,0.0090941203076883,-0.0141361698062046,0.0035864491503533,0.0029496699744463,0.0033140153399468,0.0040356118682161,0.0036863557031171,0.0036556080154083247,0.0031671376760324167,-0.0056715186288479
