date,ES=F Long Only,ES=F Using TFT
2017-07-05,0.0012371134020618957,0.0012371134020618957
2017-07-06,-0.008031301482701814,-0.008031301482701814
2017-07-07,0.005812746522732004,0.005812746522732004
2017-07-10,0.0008255933952527883,0.0008255933952527883
2017-07-11,0.0,0.0
2017-07-12,0.0063930707362342964,0.0063930707362342964
2017-07-13,0.0022540983606558207,0.0022540983606558207
2017-07-14,0.004293600490697269,0.004293600490697269
2017-07-17,0.0010179153094462823,0.0010179153094462823
2017-07-18,-0.0003050640634533197,-0.0003050640634533197
2017-07-19,0.00559454785881397,0.00559454785881397
2017-07-20,-0.00010115314586278679,-0.00010115314586278679
2017-07-21,-0.0007081436519980056,-0.0007081436519980056
2017-07-24,-0.00040494027130999477,-0.00040494027130999477
2017-07-25,0.002228073728985258,0.002228073728985258
2017-07-26,-0.0003031527890056118,-0.0003031527890056118
2017-07-27,-0.0005054078641463233,-0.0005054078641463233
2017-07-28,-0.0007079288025889641,-0.0007079288025889641
2017-07-31,-0.0009108389839085351,-0.0009108389839085351
2017-08-01,0.0017220421393842056,0.0017220421393842056
2017-08-02,0.0005056122964910426,0.0005056122964910426
2017-08-03,-0.0007074994946432156,-0.0007074994946432156
2017-08-04,0.00010114291493890093,0.00010114291493890093
2017-08-07,0.00222491909385103,0.00222491909385103
2017-08-08,-0.0019172552976791657,-0.0019172552976791657
2017-08-09,0.00010110201193014312,0.00010110201193014312
2017-08-10,-0.014355034371209108,-0.014355034371209108
2017-08-11,0.0010256410256410664,0.0010256410256410664
2017-08-14,0.009631147540983598,0.009631147540983598
2017-08-15,0.0001014816318245515,0.0001014816318245515
2017-08-16,0.0015220700152207556,0.0015220700152207556
2017-08-17,-0.015400202634245241,-0.015400202634245241
2017-08-18,-0.0011319201481786445,-0.0011319201481786445
2017-08-21,0.0005150922015040305,0.0005150922015040305
2017-08-22,0.01019357495881379,0.01019357495881379
2017-08-23,-0.004586688410967321,-0.004586688410967321
2017-08-24,-0.00030718820397301894,-0.00030718820397301894
2017-08-25,0.0007169927276451382,0.0007169927276451382
2017-08-28,0.0005117707267143778,0.0005117707267143778
2017-08-29,0.0013299232736572186,0.0013299232736572186
2017-08-30,0.0035758071107478973,0.0035758071107478973
2017-08-31,0.005802707930367523,0.005802707930367523
2017-09-01,0.0017206477732794045,0.0017206477732794045
2017-09-05,-0.005860361725775531,-0.005860361725775531
2017-09-06,0.002337635938611582,0.002337635938611582
2017-09-07,0.0004055972419387821,0.0004055972419387821
2017-09-08,-0.0016217311980539773,-0.0016217311980539773
2017-09-11,0.010152284263959421,0.010152284263959421
2017-09-12,0.003417085427135591,0.003417085427135591
2017-09-13,0.00020032051282048435,0.00020032051282048435
2017-09-14,0.0,0.0
2017-09-15,-0.00020028039254960106,-0.00020028039254960106
2017-09-18,0.002704326923076872,0.002704326923076872
2017-09-19,0.0007991209669364618,0.0007991209669364618
2017-09-20,0.00019962072063073322,0.00019962072063073322
2017-09-21,-0.0016964374812893368,-0.0016964374812893368
2017-09-22,-0.0005997600959616323,-0.0005997600959616323
2017-09-25,-0.0010002000400080036,-0.0010002000400080036
2017-09-26,-0.0006007208650380402,-0.0006007208650380402
2017-09-27,0.0036064916850331308,0.0036064916850331308
2017-09-28,0.001297664204432003,0.001297664204432003
2017-09-29,0.0032898016149935927,0.0032898016149935927
2017-10-02,0.004073926868044531,0.004073926868044531
2017-10-03,0.002572983671449869,0.002572983671449869
2017-10-04,0.0013818971473693598,0.0013818971473693598
2017-10-05,0.005421389847215297,0.005421389847215297
2017-10-06,-0.0019607843137254832,-0.0019607843137254832
2017-10-09,-0.0004911591355599709,-0.0004911591355599709
2017-10-10,0.0018673218673219694,0.0018673218673219694
2017-10-11,0.0017657445556209517,0.0017657445556209517
2017-10-12,-0.0013709361535448883,-0.0013709361535448883
2017-10-13,0.0012747597568150137,0.0012747597568150137
2017-10-16,0.0013710704142591013,0.0013710704142591013
2017-10-17,0.00029339853300736074,0.00029339853300736074
2017-10-18,0.001173249902229223,0.001173249902229223
2017-10-19,0.0001953125000000444,0.0001953125000000444
2017-10-20,0.005272407732864748,0.005272407732864748
2017-10-23,-0.004079254079254024,-0.004079254079254024
2017-10-24,0.0014628437682855377,0.0014628437682855377
2017-10-25,-0.0034083162917518672,-0.0034083162917518672
