,date,Average Long Only,Average Using TFT
0,2017-06-27,-0.0004166437770409832,-0.0012567365549486832
1,2017-06-28,-0.004218324219873783,0.004525307811232482
2,2017-06-29,-0.003669524618591166,0.004565420357754867
3,2017-06-30,-0.0008718862826553002,0.0038088065130169337
4,2017-07-03,-0.005344317324240633,-0.005289606691730699
5,2017-07-04,0.010247118016589082,0.006584100165997118
6,2017-07-05,0.0002670637180783833,0.0010921672340354499
7,2017-07-06,-0.0005159506718326667,-0.0017019103683857666
8,2017-07-07,-0.0028009603472248005,4.9095016502300296e-05
9,2017-07-10,-0.005925290829955833,-0.0061619549097424
10,2017-07-12,0.0031840519452280163,0.0036296446158434834
11,2017-07-13,-0.006042285983789784,-0.002608868316414449
12,2017-07-14,-0.0012524462177517335,0.0002864461778276333
13,2017-07-17,-0.008679412932213268,-0.00020430318155766647
14,2017-07-18,0.002156637315299906,-0.0008127940060171061
15,2017-07-19,-0.004933409109178117,-0.0014178596676043505
16,2017-07-20,0.00028759555868339997,0.0003586408047550667
17,2017-07-21,-0.0029355057200020646,-0.0016895302186726313
18,2017-07-24,0.0010930488109569,0.005244510394804566
19,2017-07-25,-0.0005774440059808332,-0.00035825373044579993
20,2017-07-26,0.002897834208288486,0.00019039354805108042
21,2017-07-27,-0.007843841803522267,-0.00047735110772386655
22,2017-07-28,0.0043909758464663,-0.0006856215244586666
23,2017-07-31,-0.001897673109650566,-0.0008038327768316
24,2017-08-01,-0.0036669752714776835,0.0027228818689396497
25,2017-08-02,0.0011626667617370002,6.721297504416674e-05
26,2017-08-03,-0.0010391480613976165,0.0005369111634548166
27,2017-08-04,-0.0005432508850966665,0.0005779154032401
28,2017-08-07,0.006299924780058849,-0.0005499173105072832
29,2017-08-08,0.0002992149103636667,0.0005819248386837
30,2017-08-09,-0.0002257035778066333,-0.0008042167628402667
31,2017-08-10,0.0020368321643561,0.0024654979800582
32,2017-08-11,0.0008545514490341834,0.0018386254381534501
33,2017-08-14,-0.0031232411465279,0.0005255284618490333
34,2017-08-15,0.003183210924793066,-0.0028751707963055664
35,2017-08-16,0.00234143980187185,-0.0038176561076567832
36,2017-08-17,-0.005520342003838601,0.0012052946758595335
37,2017-08-18,0.00425530427142505,0.00235812678513845
38,2017-08-21,-0.0036138114142834957,0.0003728031506767958
39,2017-08-22,-0.0031377486054665164,0.00093830006275855
40,2017-08-23,0.00278957521454765,0.00119685398399665
41,2017-08-24,-0.00289245731621985,-0.0007758501403563499
42,2017-08-25,0.0012465760694254707,0.0016487748958884038
43,2017-08-28,-0.0044860104092098825,0.0007828909710113832
44,2017-08-29,0.002625361388096883,0.001826783840160283
45,2017-08-30,0.0007881314007346358,0.0009636187975634946
46,2017-08-31,0.00231744836511525,-0.0028484283493353836
47,2017-09-01,-0.0024126660478576167,0.0021652471949715497
48,2017-09-04,-0.0006265326371321999,0.0010982500528514004
49,2017-09-05,-0.00047116159060786697,-0.0011004320487276002
50,2017-09-06,-0.00556584816820745,-0.0005123797090094499
51,2017-09-07,-0.0032450770758288335,0.0007112877545203332
52,2017-09-08,-0.006201517044215112,0.0013985617051408214
53,2017-09-11,0.004353170974252501,0.005206719805109334
54,2017-09-12,-0.00211731686072755,-0.0032382525426797506
55,2017-09-13,0.0022126408560364835,0.0037971665801886834
56,2017-09-14,0.0034607984477872996,-0.0008625044180129332
57,2017-09-15,-0.005409237124992,0.00043118521010976677
58,2017-09-18,-0.0005390608826757666,0.0032583736420902323
59,2017-09-19,0.004123436714210416,0.00105310990930095
60,2017-09-20,0.0004207475083299106,0.001276777548068556
61,2017-09-21,0.0039188792239536335,-0.0013748789417687
62,2017-09-22,-0.0016291310559089333,0.0027983256419213663
63,2017-09-25,-0.00042969046278768143,-0.002159296972164682
64,2017-09-26,0.004080871547620283,-0.0029207018200593828
65,2017-09-27,0.0029209083571206996,-0.00030555938820329997
66,2017-09-28,0.00744142066627135,-0.0009442318912340168
67,2017-09-29,-0.0032995050122463336,0.0007447844041371002
68,2017-10-02,-0.0002503345099462166,0.0004172975097346166
69,2017-10-03,0.0038509298863364,-0.0012765769746861668
70,2017-10-04,-0.0009540555508034833,-0.00071653028985235
71,2017-10-05,-0.0001349103093475167,0.00022623465007418333
72,2017-10-06,0.006262456142956701,-0.0004662249213215667
73,2017-10-09,-0.0006591656124752832,0.00032781545511001664
74,2017-10-10,0.002976426528672104,0.004036310869443528
75,2017-10-11,-0.0020976275328575497,0.0028497510834921834
76,2017-10-12,-0.003230561350858533,0.0005016980985991334
77,2017-10-13,0.0018772964514009,0.0008336665606257001
78,2017-10-16,-0.0015826224369074003,-0.0015223762653733333
79,2017-10-17,0.004345473735880517,0.0016615609840486833
80,2017-10-18,-0.0021780468019717333,-0.0021534057366877665
81,2017-10-19,0.0017147960592677,0.0032327999890694003
82,2017-10-20,-0.0012454759597367,-0.00015769611050083342
83,2017-10-23,0.007937228800378485,0.0010851323567633167
84,2017-10-24,0.00169144752709085,0.001795401541576083
85,2017-10-25,0.004183085246314689,0.0033352287555653104
86,2017-10-26,-0.003396349999923017,-0.004865437054890617
87,2017-10-27,0.009571237315012733,0.0028818492537598336
88,2017-10-30,-0.00344529714894965,-0.003950766212557083
89,2017-10-31,0.0007299377393944834,0.0022888613255393838
90,2017-11-01,-0.0005273905602016091,-0.004222725648080958
91,2017-11-02,0.0006519070598048171,-0.0010437385466491168
92,2017-11-03,-0.00019748677503039986,0.0028749890412465996
93,2017-11-06,0.003302165937084566,0.0027198077014368664
94,2017-11-07,-0.0059749050538079156,-0.0036404069057641166
