Date,ES=F,GC=F,NQ=F,RTY=F,YM=F
2001-04-03,0.3606324798012303,-1.1984862760430082,0.4368967028353657,,
2001-04-04,-3.803314573177408,-0.2247686269082291,-2.307159065949591,,
2001-04-05,-1.2998938849800483,-1.4228109674862637,0.8130382008793557,,
2001-04-06,0.8673716707645319,1.2757716925325029,-0.5542936457900379,,
2001-04-09,-1.933366299383288,0.7495717587758157,1.9026459272696192,,
2001-04-10,0.1111537102036171,-1.0486287289400855,-0.8029946274638089,,
2001-04-11,1.685212610810431,-1.049329307507727,-1.227069188097874,,
2001-04-12,-0.9113536260716386,-2.39813862732919,1.7392987250158536,,
2001-04-16,-1.198050926865233,-1.6484932945844066,-0.7583373146451162,,
2001-04-17,-4.5049022705010175,0.1492773994797065,-2.8401360832502256,,
2001-04-18,-1.1089776420858837,2.980563739006408,-1.9400715275366007,,
2001-04-19,0.637077995613296,-0.3734433878661394,0.0,,
2001-04-20,2.2401515437553967,0.8170963599207963,-2.2716161419179177,,
2001-04-23,-0.8353994459965135,-0.2976419179593192,0.4742040475505774,,
2001-04-24,-1.3583845296103674,-1.2656374810369428,-0.5569284851529331,,
2001-04-25,0.7452633172682448,-1.4918521131741895,0.845055366836352,,
2001-04-26,-1.5328540610761714,-0.3726885905760423,-0.8291615343233136,,
2001-04-27,-0.328699385138158,-0.0744419193550652,-0.736403718825164,,
2001-04-30,-1.575446494602043,-0.2982593031396967,1.227914559573011,,
2001-05-01,0.109608261638958,0.7475599135927411,-0.5932152929634835,,
2001-05-02,-1.4664210920677423,-0.6740973047094545,-1.499045124736636,,
2001-05-03,1.6236009342405944,0.1498900428352233,-0.9326530264684368,,
2001-05-04,0.8107537475028082,0.0,0.6350263820542129,,
2001-05-07,0.0,-0.7519450184874731,-0.669020571250075,,
2001-05-08,-0.5033867299687742,-3.694674550350705,1.1274556880533524,,
2001-05-09,-0.3291999413908171,-0.6790687621672166,0.5684821787542275,,
2001-05-10,-0.8570857337651493,0.8987816477038248,0.1357090453718513,,
2001-05-11,0.0220170979090707,-0.299854709358548,0.4500699264329771,,
2001-05-14,-0.4845642689435621,0.149957276403696,-0.161729703637406,,
2001-05-15,2.7385369691528805,-2.9300643767751504,-1.3554657693367604,,
2001-05-16,-0.2653945010945415,1.2048965181352076,-0.4870428118228306,,
2001-05-17,0.3741846731152208,10.337186293659771,-0.1451154459046102,,
2001-05-18,-1.6762137117426203,-1.4973277800398277,-2.01738898035525,,
2001-05-21,0.1988403833700855,0.2189772145876712,0.0599786168150453,,
2001-05-22,-1.918544956470677,-1.0935491712836272,1.5465336024065066,,
2001-05-23,0.3315134884898737,-3.287703174440665,-0.7709856921042841,,
2001-05-24,-1.3227013141144346,-0.8764988763577366,0.5901965235988053,,
2001-05-25,-0.9717675623571352,2.97598485344302,1.917212476113656,,
2001-05-29,-1.5887462095865783,5.881441809687904,1.2167441463442692,,
2001-05-30,0.3530829354246591,0.288891337120864,-0.2222229525875626,,
2001-05-31,-0.9253459402248028,0.7839638303191555,-0.9054544406975152,,
2001-06-01,-0.3752121079519584,-1.0711390597567836,0.162645972839526,,
2001-06-04,-1.3466193681608094,0.5716240256144643,-1.3871237723942214,,
2001-06-05,0.9730016386357476,0.0,0.2574669296810617,,
2001-06-06,-0.3092949855257393,-0.2145556602684617,-0.8230117938340504,,
2001-06-07,-0.7291084018968769,5.307161680367004,0.9191906999438372,,
2001-06-08,-1.1953542619754762,-3.9530374250386338,0.8938494134511371,,
2001-06-11,-0.1329155348773751,-2.5571134930672583,0.1461422613246976,,
2001-06-12,-1.040610766916995,-0.352340916770481,0.9201043665456894,,
2001-06-13,2.3968998942957747,-2.3156659777091613,1.6549095952025843,,
2001-06-14,-0.6657267211669369,2.8821721485918914,0.2498410938681503,,
2001-06-15,1.1274104182009852,-0.8405076899933035,-0.4215056658194477,,
2001-06-18,-0.376151477400344,0.6968509990078534,-0.1121048759339769,,
2001-06-19,-0.4423750626050124,-0.6971646557726742,-0.6564238460900349,,
2001-06-20,-1.196463352731708,0.1395575295401196,-0.4069385988956341,,
2001-06-21,0.7101014917653165,-0.209510237099612,0.0779976780556409,,
2001-06-22,-1.0202152024625732,0.9799876741903394,-0.0694443228562725,,
2001-06-25,0.2441591868271442,1.7537530430392043,0.1479438110035272,,
2001-06-26,0.1553650535589948,-2.8763005448139727,0.1134233639264053,,
2001-06-27,0.7339590879320192,-1.9602537350079563,-0.472247976542995,,
2001-06-28,0.936301179899143,-0.9054728013951674,-0.9818676633886976,,
2001-06-29,0.7361997497659694,-0.8336418817644426,0.2194843658249636,,
2001-07-02,0.0669388370586362,-1.2507744816079125,0.0526786657075928,,
2001-07-03,2.0542788302990904,1.7379916827167237,-1.5397621735768627,,
2001-07-05,2.574446337922468,-0.5557651535538003,1.3144173532995254,,
2001-07-06,-0.6473242368918253,-0.4159925693930614,-0.2906783952149823,,
2001-07-09,1.2668741000487758,0.2082404481123998,-1.0913094656668607,,
2001-07-10,-0.111237914356302,1.4600656323453307,-0.3879950654340537,,
2001-07-11,-2.578820435842999,-1.1845339504437964,1.7896088161039274,,
2001-07-12,-0.9582816843463944,0.3479533384355996,-0.0706452338622068,,
2001-07-13,-1.2869624964531283,-0.1391198886625849,0.9868846485264664,,
2001-07-16,-0.8876721918819402,0.8361749068537516,-0.6802199180947356,,
2001-07-17,-0.7539267596079157,1.6064413636700874,1.1307880791789602,,
2001-07-18,0.975972928685784,0.698767112851438,-0.7250479366543945,,
2001-07-19,-0.7324743159009964,-0.348801846171233,0.6805913362919043,,
2001-07-20,-2.0199830715610405,-0.7680062435124896,0.7784071148883466,,
2001-07-23,-1.1995525984994118,0.6295078117381373,-0.3010118714888756,,
2001-07-24,1.1518927739181608,1.3997549946446095,0.1860319809028795,,
2001-07-25,1.2176918962341037,1.0508845475043085,-0.4171580178278751,,
2001-07-26,0.4204824835011281,-0.8397694163109637,-0.5960040347217042,,
2001-07-27,0.0221174624584291,-1.959215713947793,0.1960161269131208,,
2001-07-30,-0.487360300251669,-1.12005430171197,-0.1962333723822779,,
2001-07-31,-0.5553100610746559,0.8378152597582047,-0.813488597687355,,
2001-08-01,0.4003855918587504,0.0,-0.636103519177239,,
2001-08-02,-0.5567699867282474,0.3491385558048305,0.5826439075773748,,
2001-08-03,-1.494603204551821,-0.560151792952117,0.4845265108680533,,
2001-08-06,-0.4243582718921034,-0.0701495435250779,0.1616939435015144,,
2001-08-07,1.9850766885996567,0.4915965744591306,-1.3043794325689189,,
2001-08-08,0.2010563165312002,-3.872535562945681,0.1172141939689159,,
2001-08-09,-0.3119076103262291,0.3525397851585538,0.2792749678285385,,
2001-08-10,-0.1116407423472096,-1.2592019784662185,0.5779693157146182,,
2001-08-13,0.0223703875593762,-0.4204636098020963,0.3890926916444833,,
2001-08-14,1.009129280920397,0.4201618639277311,1.0599194298907806,,
2001-08-15,-0.3372820993299964,0.3507077071106571,-0.3176024726648599,,
2001-08-16,1.6863556235376345,-2.880368339622567,1.3155587155138908,,
2001-08-17,0.878504141549773,-2.2521060126535035,0.3817740451201667,,
2001-08-20,-1.7087209284813314,0.7701812996377435,1.1988140429715577,,
2001-08-21,0.9895942512651524,0.0697825883469185,0.7641800523900079,,
2001-08-22,-0.4264938496898691,-0.279287370064853,0.2909556879368165,,
2001-08-23,-2.199884888730658,-1.9600408089884251,1.4284282635479006,,
2001-08-24,-0.6520134416352575,-0.0701447599270602,-0.0638121321526127,,
2001-08-27,1.523822287886092,-0.2098785814778248,-0.9105234063610196,,
2001-08-28,-1.009382583257479,0.9818990811110404,-0.4473068226387979,,
2001-08-29,-2.015856553770868,-1.1948638530393834,-0.9861367602628544,,
2001-08-30,-0.806325061822457,0.7028994879360047,-0.3109223938987918,,
2001-08-31,-0.6700679019710695,-1.9670568297986573,0.8413479925898169,,
2001-09-04,-0.1787809848275442,-0.2812348556595809,0.1374364335541846,,
2001-09-05,2.639408898624873,-0.7012320750128996,-1.0358013145638094,,
2001-09-06,-1.8158929868547609,-0.070266358920877,-0.1653867224254285,,
2001-09-07,1.115878358215631,1.0547926567896009,0.312364314199631,,
2001-09-10,-0.0,-13.112918896087876,-0.6353724482588571,,
2001-09-11,5.053298564530702,,1.5499182182562738,,
2001-09-14,,-0.2819708455969802,,,
2001-09-17,-0.3571606851384968,1.1597109476342946,-0.4986858175552815,,
2001-09-18,-1.942680431527816,-2.3240844255838167,0.4518267902064301,,
2001-09-19,-2.8970916863528986,1.708128438625813,0.7202277368582037,,
2001-09-20,3.5513184322827325,-1.974250075359083,1.2757981789069217,,
2001-09-21,-5.946819210823279,-1.4948154850565851,1.8783298724833448,,
2001-09-24,0.91527910778332,0.5421203999361605,-0.1294671191279696,,
2001-09-25,-0.3225391545338183,1.8948873069558063,0.7749361407036058,,
2001-09-26,0.6882667042242322,1.0841466565135875,-0.2034461163230755,,
2001-09-27,-1.831616369206158,-0.4731428630822894,0.4996740915305515,,
2001-09-28,-0.0431336377983399,-0.1351445875210824,0.2874788402330008,,
2001-10-01,1.054361134540552,1.5565705118361064,-0.0742899607641684,,
2001-10-02,1.6396456023205568,-0.4070294863160067,-1.6096690302364511,,
2001-10-03,-0.0862835945625273,-0.0,-0.2705166591806178,,
2001-10-04,0.3229962095215173,-0.6105912934120115,0.2979987417411444,,
2001-10-05,-0.5612690029324089,-0.6803080447263923,-0.1026428663032711,,
2001-10-08,0.4541762270059858,2.3836167324096107,-0.5889984626012257,,
2001-10-09,2.013772899832856,-2.18120529587089,-1.0965565545040217,,
2001-10-10,1.4312728717792396,-2.6482956883646787,-1.576316012411665,,
2001-10-11,-0.497387739045069,2.098286209399673,0.1407047058301871,,
2001-10-12,-0.1296012138223846,-1.8867161413633693,0.0093654987694903,,
2001-10-15,0.5407524744828038,-0.1343518505073821,-0.4224448058588955,,
2001-10-16,-1.9730552458985715,-0.7372227228890665,1.9391348666090016,,
2001-10-17,-0.1953831052583575,2.8215339687694723,-0.6599742379056157,,
2001-10-18,-0.1082560845697135,0.6050467575903246,-0.1880773113757971,,
2001-10-19,1.8227333042688396,-3.077073347833585,-0.6777144670821507,,
2001-10-22,-0.4568019368298769,0.4018001683212122,-0.1037710894400073,,
2001-10-23,-0.282141076597013,0.1331791408209599,-0.5381971210242769,,
2001-10-24,1.5649669757830007,1.2672107056872155,-1.0790503399766649,,
2001-10-25,-0.0871142822203903,-0.0668587347302503,0.5496857853430304,,
2001-10-26,-2.522378411833861,-0.8016689483139413,-1.5255149511730692,,
2001-10-29,1.198962148489151,-1.0046512071476312,-0.4933232719580593,,
2001-10-30,0.2604978859410952,0.7371457148196899,0.4547165901257849,,
2001-10-31,-2.2347496492810404,-0.1340320183245587,0.9960807808827716,,
2001-11-01,-0.6522230442952673,0.0670439670566762,-0.2090153359061736,,
2001-11-02,-1.2350196382567116,0.8738545809211907,-0.8835707189065405,,
2001-11-05,1.4964624016049577,0.8087228947900079,-1.1044879034783563,,
2001-11-06,-0.1733903884364375,0.8763975956722861,0.0285733293272428,,
2001-11-07,-0.3895981231406276,2.832959499844111,-0.3142161401761983,,
2001-11-08,0.0,0.404848379782046,0.0286415290444021,,
2001-11-09,-0.5432497769706421,-0.6042185744272879,-0.2295641354950425,,
2001-11-12,-2.1354046652092413,0.3362307947391693,1.0262113525561207,,
2001-11-13,0.1527198798850857,0.0,-0.2402770855122854,,
2001-11-14,-0.1522439532860519,1.8209231649125657,-0.1441550114555315,,
2001-11-15,-0.4577978973164829,-0.2705071382159701,0.0577825888652588,,
2001-11-16,1.2236425974310097,-1.3494947413059115,-0.8301680109837588,,
2001-11-19,-0.8534482225139813,0.2028227266451485,1.4226896246738163,,
2001-11-20,-0.6342225671812558,-0.067549103350056,0.0290478609768498,,
2001-11-21,-1.3783507065522234,0.4061635981793897,-0.4835687000936813,,
2001-11-23,0.197105140324392,,-0.7757790069598415,,
2001-11-26,0.3937995238947037,-0.6108199466482258,-0.0388439138564426,,
2001-11-27,1.863720153970237,-0.6117954145489596,1.1077304416450282,,
2001-11-28,-1.3397208714749422,0.4083058871022432,-0.8963242344233018,,
2001-11-29,0.8106873339488028,0.2724870725319606,0.1363557182442263,,
2001-11-30,-0.5034753596484651,2.047008719660089,-0.6040335047427277,,
2001-12-03,-1.5988216942758453,1.025552509569647,-1.4453149419814382,,
2001-12-04,-1.8641828295028169,-1.1589342731822565,-1.5641977571254342,,
2001-12-05,-0.0437908337051475,0.3408455339588862,-0.0585855021823238,,
2001-12-06,0.6989999930970596,0.2044305964002363,-0.9164241414034316,,
2001-12-07,-1.90541137274726,1.1604584317586968,0.5766937916758909,,
2001-12-10,-0.2191929191765892,0.0,0.1564264260403796,,
2001-12-11,0.1311889215314302,1.0940922626526568,-0.2447007274066769,,
2001-12-12,1.9282426167914812,0.0685743438610914,1.3735059811060977,,
2001-12-13,-0.9005341502901281,-2.81063100923139,-0.2851029999255336,,
2001-12-14,0.876324437790979,0.2061747501811185,-0.5008702419551225,,
2001-12-17,0.6574271024316669,1.8464160520021964,-0.3936126540324323,,
2001-12-18,-0.7234150790014283,-3.3582538207005865,0.6306431579396985,,
2001-12-19,1.1190574483305884,0.3418807421115543,-1.3324803533711158,,
2001-12-20,-0.9442346174261024,-1.3587506512594207,-0.3912576886933837,,
2001-12-21,-0.2634205752011355,-1.1570449358268655,-0.1224015289099832,,
2001-12-24,-0.5488774089001889,,-0.3262944868273679,,
2001-12-26,0.5719897138495288,1.5638632940079598,0.2477899738546905,,
2001-12-27,0.0220268315087788,-0.6116755519995594,-0.2085290172753679,,
2001-12-28,0.8821086054855668,1.4929158250706722,-0.805990510269968,,
2001-12-31,-0.4201301538956647,-0.1358517009346173,0.6781074214328183,,
2002-01-02,1.1280757181511092,0.4748670226100581,1.0975180589656803,,
2002-01-03,-0.7532499712798962,0.4759971124682374,-0.1298213368475654,,
2002-01-04,-0.7529813518564304,0.2042898390861235,-0.3494244547415923,,
2002-01-07,-0.288100113910255,-0.2045839180290825,0.2201644894698804,,
2002-01-08,0.7983562732067729,-3.0756033836814014,-0.3508879189438809,,
2002-01-09,0.444400026605741,-2.5343719024832048,-0.2210313429671192,,
2002-01-10,1.044914327108578,-0.2043119580472204,-0.3925273480973306,,
2002-01-11,0.6457193868571357,1.3564718369772086,-0.7564780824451655,,
2002-01-14,0.7124269273813069,0.6797231070555255,-0.3233027004697218,,
2002-01-15,2.027938001059016,1.9692485664567487,1.2536321800173251,,
2002-01-16,0.7805912604961228,1.970986147738471,-0.6077254697023519,,
2002-01-17,-0.4892737280749502,-0.8811888505833334,0.7793663892227354,,
2002-01-18,0.689851087972833,1.081685050194117,-0.9727268316575394,,
2002-01-22,0.6908196493986762,1.9611951453756729,-0.8009566800539253,,
2002-01-23,0.3791585854007137,-0.3380616194937599,-0.4258562856751308,,
2002-01-24,0.0,0.472028203943811,0.091304823004213,,
2002-01-25,0.2012443190040172,0.3377868173187695,-0.2032199668854126,,
2002-01-28,3.139089650585766,-2.0973190370559656,-0.8658456742573415,,
2002-01-29,-1.3258089073957395,-0.3388925776121897,0.2348012108432583,,
2002-01-30,-1.362718888906902,0.1351565088835885,-0.2450989993134108,,
2002-01-31,-0.6472845006267771,-2.640188764195099,0.3786567488164299,,
2002-02-01,2.475079346951889,-2.239319223562213,-0.9845007847378784,,
2002-02-04,0.5803115684838643,-6.012224457719498,-0.5136363436125875,,
2002-02-05,-0.5112775928468661,0.4712872459926725,0.2157354527617347,,
2002-02-06,-0.5563814964472183,-1.461135741278992,0.7509407022477668,,
2002-02-07,-1.626815195428744,-2.527472637835416,-0.8041065832180466,,
2002-02-08,-1.316424646399643,-2.2585519544689245,-0.392010669096075,,
2002-02-11,-0.2227381122943977,0.396910957055992,0.247718606281285,,
2002-02-12,-1.0014573257260786,0.8570365009912353,-0.516943440898082,,
2002-02-13,-0.1784178717825549,0.1981158705660415,0.0103602651710532,,
2002-02-14,1.070496643537883,-0.8587956821506558,-0.9440339592405818,,
2002-02-15,-0.0,3.4427044864974894,-0.0624136569372393,,
2002-02-18,1.8772303847713685,,0.884323167921918,,
2002-02-19,1.5462579417241764,0.5960990609446445,-0.3859345864092675,,
2002-02-20,1.9672708761744948,0.592123983433085,1.3772766938316243,,
2002-02-21,-1.138426417595909,0.0,-0.240385412929656,,
2002-02-22,-1.6029442559844973,-0.3296865631572414,-1.0127433667778964,,
2002-02-25,-0.1557838558809657,3.504295134682626,0.0836999246634772,,
2002-02-26,-0.3332711402401832,1.126100444054466,0.4080204765734908,,
2002-02-27,0.4231249264307041,0.2631641574190883,-0.4824692511781451,,
2002-02-28,2.2979860767535736,-0.8549452645618785,-1.596838247717202,,
2002-03-01,1.742980616317933,0.8566793369834073,-1.199331017672294,,
2002-03-04,0.2894618510631982,1.779982568860256,-0.2415727530147794,,
2002-03-05,1.222172900620869,-0.3297544214700974,-0.15746208568631,,
2002-03-06,-0.2671777880606556,-2.2375279288480256,0.0210387813949469,,
2002-03-07,0.378268536840264,-0.0,-0.9383966438461198,,
2002-03-08,0.2229598050241415,-0.6570717200502477,0.1691553589128229,,
2002-03-11,-0.067002225777022,-1.6472038473286152,0.4758266559362622,,
2002-03-12,1.1414729781729085,0.0,0.763064032222771,,
2002-03-13,0.1121966046279998,-1.7116525339588986,0.1485870535212707,,
2002-03-14,0.2557046411131056,-0.7261576187123655,-0.0305850488518608,,
2002-03-15,-0.7779921790531997,1.4494630993505164,-0.5761158645303854,,
2002-03-18,-0.6308759706513155,0.4615271462488582,-0.0106735527179031,,
2002-03-19,-1.9839542117119624,0.4609566662886019,1.1861403957339725,,
2002-03-20,0.0451355845578252,-0.4616401923347646,-0.8357752413389896,,
2002-03-21,0.2700820562042748,2.9721597196187948,0.25702791472717,,
2002-03-22,-1.2862638439728753,-0.066149720967605,0.9857195011083474,,
2002-03-25,0.633117033446228,0.526300001024545,-0.246933738563851,,
2002-03-26,-0.2259339697985143,3.693638430218894,0.2039956131006525,,
2002-03-27,0.0226162197877872,0.2641697481221295,-0.4626312364104697,,
2002-03-28,-0.0226643948011119,-0.3933491644703288,-0.5175565863080915,,
2002-04-01,-0.5454096547121137,-1.773635539513717,-1.4901706002547124,,
2002-04-02,0.7519568148825989,-2.171396999157438,0.0216252873575847,,
2002-04-03,0.3878544310687607,0.9849013479296396,0.2159609320364707,,
2002-04-04,-0.045660925520516,-0.6545032791818394,0.3139871871232366,,
2002-04-05,0.228688989920475,0.2618104377083242,-0.3038138512554864,,
2002-04-08,0.6878699952382675,1.1137762154734858,1.021870154008106,,
2002-04-09,1.0799492340783785,1.9038325728591532,-0.2069436325966295,,0.0
2002-04-10,-2.598691288152501,-0.3281396424184802,0.7405919001847381,,-0.0
2002-04-11,-0.7357491389794623,-0.0654695052181972,-0.4693378757350523,,0.0
2002-04-12,0.7096418582800322,-1.3773245780140102,-0.1966062350672463,,-0.0
2002-04-15,-2.336667328883682,0.7890736024483571,-1.225112320286455,,0.0
2002-04-16,-0.1604872903498407,2.1676746125128816,0.1315522356420183,,-0.0
2002-04-17,-0.4568554050975424,-1.577395344987527,-0.5368356881480291,,-0.0
2002-04-18,-0.3205384556291566,-1.4413295556844623,-0.032946090016511,,0.0
2002-04-19,1.6509417542568134,0.4578904504434455,0.7807146195866148,,-0.0
2002-04-22,0.5283695993857855,-0.653329871456274,0.518187492312938,,-0.0
2002-04-23,1.008981398049876,-0.1962835633731721,0.4743694487690708,,-0.0
2002-04-24,-0.0688836026019487,2.4887348138206526,0.0331393729104416,,0.0
2002-04-25,1.9516468959493,2.2973151996171195,1.216865155521078,,-0.0
2002-04-26,0.5754856551577012,-0.2614731159260441,0.0221837331476207,,-0.0
2002-04-29,1.0102002155744618,1.4982051608479878,-0.6429395488206159,,0.0
2002-04-30,-1.1263137079045242,0.1305507884432477,0.1889553152141655,,0.0
2002-05-01,0.3217938544030778,-0.5214652561794287,0.9456995969835146,,0.0
2002-05-02,-1.0799333515660694,-2.5481877101554766,-0.7024949384143626,,-0.0
2002-05-03,1.956716721859592,-0.6542350838949633,0.7137479703500772,,-0.0
2002-05-06,-0.3912552733688624,-0.2605795137208161,0.2120671688345597,,0.0
2002-05-07,3.535027005480784,-2.2170782628966443,-2.792548729299146,,0.0
2002-05-08,1.0806819323274128,0.8494245921892999,0.7836092493468932,,-0.0
